"","X","Name","Position","College","DraftYear","Team","DraftRound","PickNumber","PlayerID","Games","AvgValue","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","ProBowls","AllPros"
"319",2269,"Brandon Johnson","LB","Louisville",2006,"ARI",5,142,"JohnBr20",87,14,2.574712644,76.88,228,NA,4.52,11,37,118,4.34,7.17,NA,NA
"320",2276,"Isaiah Kacyvenski","LB",NA,2000,"SEA",4,119,"KacyIs20",100,16,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",2286,"Elijah Lee","LB",NA,2017,"MIN",7,232,"LeexEl00",38,6,2.526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",2292,"Vince Biegel","LB","Wisconsin",2017,"GB",4,108,"BiegVi00",38,6,2.526315789,75.125,246,23,4.67,21,33.5,118,NA,6.92,NA,NA
"323",2299,"Casey Matthews","LB","Oregon",2011,"PHI",4,116,"MattCa00",64,10,2.5,72.875,231,NA,4.78,13,NA,NA,NA,NA,NA,NA
"324",2307,"Shaun Dion Hamilton","LB","Alabama",2018,"WAS",6,197,"DionSh00",32,5,2.5,72,228,NA,NA,20,NA,NA,NA,NA,NA,NA
"325",2313,"Jordan Evans","LB","Oklahoma",2017,"CIN",6,193,"EvanJo01",45,7,2.488888889,74.875,232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",2314,"Marcus Bell","LB","Arizona",2000,"SEA",4,116,"BellMa21",45,7,2.488888889,73.6,237,NA,4.8,21,31.5,111,4.33,7.17,NA,NA
"327",2318,"Tavares Gooden","LB","Miami (FL)",2008,"BAL",3,71,"GoodTa99",58,9,2.482758621,73.25,234,NA,4.65,22,35,118,NA,NA,NA,NA
"328",2323,"Jon Alston","LB","Stanford",2006,"STL",3,77,"AlstJo20",39,6,2.461538462,72.75,223,NA,4.53,30,40,132,4.13,6.9,NA,NA
"329",2329,"Lorenzo Mauldin","LB","Louisville",2015,"NYJ",3,82,"MaulLo00",26,4,2.461538462,75.625,259,NA,4.85,23,32,112,4.58,7.47,NA,NA
"330",2332,"Matt McCoy","LB","San Diego State",2005,"PHI",2,63,"McCoMa20",65,10,2.461538462,72.25,245,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",2333,"Mike Mohamed","LB","California",2011,"DEN",6,189,"MohaMi00",26,4,2.461538462,75,239,NA,4.79,21,32,115,4,6.7,NA,NA
"332",2335,"Oren Burks","LB","Vanderbilt",2018,"GB",3,88,"BurkOr00",26,4,2.461538462,75.125,233,NA,4.59,18,39.5,131,4.15,6.82,NA,NA
"333",2353,"Gilbert Gardner","LB",NA,2004,"IND",3,69,"GardGi20",53,8,2.41509434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",2373,"Leon Williams","LB","Miami (FL)",2006,"CLE",4,110,"WillLe20",61,9,2.360655738,75,245,NA,4.6,25,NA,NA,NA,NA,NA,NA
"335",2377,"Larry Grant","LB","Ohio State",2008,"SF",7,214,"GranLa99",68,10,2.352941176,73,235,NA,4.79,20,31.5,113,4.22,6.77,NA,NA
"336",2379,"David Mayo","LB","Texas State",2015,"CAR",5,169,"MayoDa00",75,11,2.346666667,73,242,NA,4.83,NA,NA,NA,NA,NA,NA,NA
"337",2390,"Antwione Williams","LB","Georgia Southern",2016,"DET",5,169,"WillAn01",14,2,2.285714286,74.75,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",2392,"Carl Lawson","LB",NA,2017,"CIN",4,116,"LawsCa00",35,5,2.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",2401,"Dontarrious Thomas","LB","Auburn",2004,"MIN",2,48,"ThomDo21",63,9,2.285714286,74.5,241,NA,4.64,26,38.5,129,4,NA,NA,NA
"340",2416,"Keyaron Fox","LB","Georgia Tech",2004,"KC",3,93,"FoxxKe20",98,14,2.285714286,74.4,227,NA,4.65,28,NA,NA,NA,NA,NA,NA
"341",2433,"H.B. Blades","LB",NA,2007,"WAS",6,179,"BladH.99",64,9,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",2439,"Raonall Smith","LB","Washington State",2002,"MIN",2,38,"SmitRa20",50,7,2.24,74.1,244,NA,4.56,26,42,121,4.11,7.1,NA,NA
"343",2450,"Sam Barrington","LB","South Florida",2013,"GB",7,232,"BarrSa00",29,4,2.206896552,72.875,246,NA,4.91,22,32.5,117,NA,NA,NA,NA
"344",2453,"Torrance Marshall","LB",NA,2001,"GB",3,72,"MarsTo20",51,7,2.196078431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",2458,"Greg Jones","LB","Michigan State",2011,"NYG",6,185,"JoneGr02",22,3,2.181818182,72.125,242,NA,4.75,21,31.5,117,4.27,7.21,NA,NA
"346",2468,"Alex Lewis","LB","Wisconsin",2004,"DET",5,140,"LewiAl20",52,7,2.153846154,71.8,227,NA,4.72,25,34.5,121,4.28,7.06,NA,NA
"347",2486,"Jonathan Newsome","LB","Ball State (IN)",2014,"IND",5,166,"NewsJo00",30,4,2.133333333,74.625,247,NA,4.73,21,34,116,4.63,7.31,NA,NA
"348",2491,"Sione Takitaki","LB","Brigham Young",2019,"CLE",3,80,"TakiSi00",15,2,2.133333333,73.125,233,NA,4.63,24,37,125,4.28,7.21,NA,NA
"349",2494,"Trey Hendrickson","LB",NA,2017,"NO",3,103,"HendTr00",30,4,2.133333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",2496,"Marvin Mitchell","LB","Tennessee",2007,"NO",7,220,"MitcMa99",98,13,2.12244898,75,249,NA,4.94,22,32,108,4.25,7.29,NA,NA
"351",2506,"Cornelius Washington","LB",NA,2013,"CHI",6,188,"WashCo00",46,6,2.086956522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",2524,"Jalen Reeves-Maybin","LB",NA,2017,"DET",4,124,"ReevJa00",39,5,2.051282051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",2525,"Kyle Wilber","LB","Wake Forest",2012,"DAL",4,113,"WilbKy00",117,15,2.051282051,75.75,249,NA,4.73,25,33.5,117,4.31,7.11,NA,NA
"354",2529,"Tyus Bowser","LB",NA,2017,"BAL",2,47,"BowsTy00",47,6,2.042553191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",2538,"Antonio Wilson","LB","Texas A&M-Commerce",2000,"MIN",4,106,"WilsAn20",16,2,2,74,245,NA,4.56,11,NA,NA,NA,NA,NA,NA
"356",2543,"Cody Barton","LB",NA,2019,"SEA",3,88,"BartCo00",16,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",2545,"Cornelius Wortham","LB","Alabama",2005,"SEA",7,235,"WortCo20",8,1,2,73.4,236,NA,4.76,22,37,106,4.38,NA,NA,NA
"358",2563,"Jermaine Carter Jr.","LB",NA,2018,"CAR",5,161,"CartJe00",32,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",2573,"Larry English","LB","Northern Illinois",2009,"SD",1,16,"EnglLa99",64,8,2,74.125,255,NA,4.82,24,36,107,4.38,7.26,NA,NA
"360",2580,"Prince Shembo","LB","Notre Dame",2014,"ATL",4,139,"ShemPr00",16,2,2,73.375,253,NA,4.71,26,38.5,122,4.31,7.29,NA,NA
"361",2581,"Randell Johnson","LB",NA,2014,"BUF",7,221,"JohnRa01",16,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",2582,"Rashan Gary","LB",NA,2019,"GB",1,12,"GaryRa00",16,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",2584,"Rian Wallace","LB","Temple",2005,"PIT",5,166,"WallRi20",16,2,2,74.25,241,NA,4.68,10,35.5,111,3.94,7.45,NA,NA
"364",2590,"Scott McKillop","LB","Pittsburgh",2009,"SF",5,146,"McKiSc99",16,2,2,72.875,244,NA,4.7,27,35.5,119,4.39,7,NA,NA
"365",2598,"Andy Studebaker","LB","Wheaton (IL)",2008,"PHI",6,203,"StudAn99",97,12,1.979381443,75,251,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",2605,"Najee Goode","LB","West Virginia",2012,"TB",5,140,"GoodNa00",90,11,1.955555556,72.125,244,NA,4.55,NA,35.5,117,NA,NA,NA,NA
"367",2606,"Jordan Willis","LB",NA,2017,"CIN",3,73,"WillJo09",41,5,1.951219512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2607,"Nathan Stupar","LB","Penn State",2012,"OAK",7,230,"StupNa01",82,10,1.951219512,73.625,241,NA,4.65,21,31,116,4.28,6.84,NA,NA
"369",2617,"Gerris Wilkinson","LB","Georgia Tech",2006,"NYG",3,96,"WilkGe20",58,7,1.931034483,75,233,NA,4.68,19,39,122,4.17,7.21,NA,NA
"370",2626,"Khaseem Greene","LB","Rutgers",2013,"CHI",4,117,"GreeKh00",25,3,1.92,72.75,241,NA,4.71,17,30,116,4.2,7.58,NA,NA
"371",2631,"Bobby Carpenter","LB",NA,2006,"DAL",1,18,"CarpBo20",93,11,1.892473118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",2632,"Anthony Schlegel","LB","Ohio State",2006,"NYJ",3,76,"SchlAn20",17,2,1.882352941,72.5,250,NA,4.86,21,32,111,4.38,7.41,NA,NA
"373",2641,"Solomon Bates","LB","Arizona State",2003,"SEA",4,135,"BateSo20",17,2,1.882352941,73.4,243,NA,4.88,19,30,112,4.32,7.22,NA,NA
"374",2645,"Zack Follett","LB","California",2009,"DET",7,235,"FollZa99",17,2,1.882352941,73.875,236,NA,4.69,NA,37,117,NA,7.31,NA,NA
"375",2650,"Ryan Anderson","LB","Alabama",2017,"WAS",2,49,"AndeRy00",43,5,1.860465116,74.125,253,NA,4.78,NA,NA,NA,NA,NA,NA,NA
"376",2652,"DaShon Polk","LB","Arizona",2000,"BUF",7,251,"PolkDa20",95,11,1.852631579,73.9,233,NA,4.77,18,32,111,4.45,7.43,NA,NA
"377",2660,"Patrick Chukwurah","LB","Wyoming",2001,"MIN",5,157,"ChukPa20",78,9,1.846153846,73.6,238,NA,4.75,24,40,119,4.21,7.34,NA,NA
"378",2663,"Corey Nelson","LB","Oklahoma",2014,"DEN",7,242,"NelsCo00",61,7,1.836065574,72.375,231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",2664,"D.J. Alexander","LB","Oregon State",2015,"KC",5,172,"AlexD.00",61,7,1.836065574,73.625,233,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",2671,"Antwan Barnes","LB","Florida International",2007,"BAL",4,134,"BarnAn99",88,10,1.818181818,72.625,240,NA,4.46,31,35,122,4.32,7.29,NA,NA
"381",2672,"Eric Westmoreland","LB","Tennessee",2001,"JAX",3,73,"WestEr20",44,5,1.818181818,71.6,236,NA,4.65,21,36.5,115,4.21,7.47,NA,NA
"382",2678,"Marquis Flowers","LB","Arizona",2014,"CIN",6,212,"FlowMa00",53,6,1.811320755,74.625,231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",2683,"Kevin Pierre-Louis","LB","Boston College",2014,"SEA",4,132,"PierKe00",71,8,1.802816901,72.5,232,NA,4.51,28,39,127,4.02,6.92,NA,NA
"384",2685,"Alonzo Jackson","LB",NA,2003,"PIT",2,59,"JackAl23",18,2,1.777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",2696,"Dekoda Watson","LB","Florida State",2010,"TB",7,217,"WatsDe99",108,12,1.777777778,73.375,226,NA,4.55,24,40,134,4.11,7.06,NA,NA
"386",2700,"DeVonte Holloman","LB","South Carolina",2013,"DAL",6,185,"HollDe01",9,1,1.777777778,73.375,243,NA,4.76,15,33,113,4.26,7.3,NA,NA
"387",2716,"Leon Joe","LB","Maryland",2004,"CHI",4,112,"JoexLe20",36,4,1.777777778,72.5,230,NA,4.51,30,39,NA,NA,NA,NA,NA
"388",2719,"Marcus Howard","LB","Georgia",2008,"IND",5,161,"HowaMa99",9,1,1.777777778,72.5,237,NA,4.47,27,34.5,NA,NA,NA,NA,NA
"389",2723,"Rennie Curran","LB","Georgia",2010,"TEN",3,97,"CurrRe99",9,1,1.777777778,70.625,235,NA,4.75,25,34.5,NA,NA,NA,NA,NA
"390",2724,"Roderick Green","LB",NA,2004,"BAL",5,153,"GreeRo20",54,6,1.777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",2726,"Stanley Arnoux","LB","Wake Forest",2009,"NO",4,118,"ArnoSt99",9,1,1.777777778,72,232,NA,4.56,19,31.5,121,4.39,7.22,NA,NA
"392",2730,"Adam Hayward","LB","Portland State (OR)",2007,"TB",6,182,"HaywAd98",118,13,1.762711864,72.125,235,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",2731,"Will Herring","LB","Auburn",2007,"SEA",5,161,"HerrWi99",109,12,1.76146789,74.625,229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",2733,"Monty Beisel","LB",NA,2001,"KC",4,107,"BeisMo20",119,13,1.74789916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",2737,"Carlos Polk","LB","Nebraska",2001,"SD",4,112,"PolkCa20",74,8,1.72972973,74.1,251,NA,4.72,NA,NA,NA,NA,NA,NA,NA
"396",2744,"Blair Brown","LB",NA,2017,"JAX",5,148,"BrowBl00",28,3,1.714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",2756,"Audie Cole","LB","North Carolina State",2012,"MIN",7,210,"ColeAu00",57,6,1.684210526,76.125,246,NA,4.76,15,35,114,4.29,6.96,NA,NA
"398",2758,"Cody Glenn","LB","Nebraska",2009,"WAS",5,158,"GlenCo99",19,2,1.684210526,72,244,NA,4.78,25,NA,NA,NA,NA,NA,NA
"399",2773,"Jason Phillips","LB","Texas Christian",2009,"BAL",5,137,"PhilJa99",29,3,1.655172414,72.75,239,NA,4.6,20,34,120,4.32,NA,NA,NA
"400",2778,"Tanner Vallejo","LB",NA,2017,"BUF",6,195,"VallTa00",39,4,1.641025641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",2783,"Mark Nzeocha","LB","Wyoming",2015,"DAL",7,236,"NzeoMa00",49,5,1.632653061,74.375,232,NA,4.56,24,NA,NA,NA,NA,NA,NA
"402",2791,"Anthony Waters","LB","Clemson",2007,"SD",3,96,"WateAn00",20,2,1.6,74.63,245,NA,4.59,25,NA,NA,NA,NA,NA,NA
"403",2797,"Courtland Bullard","LB","Ohio State",2002,"STL",5,167,"BullCo20",20,2,1.6,75,234,NA,4.62,NA,36.5,120,4.28,6.99,NA,NA
"404",2800,"Dorian O'Daniel","LB",NA,2018,"KC",3,100,"ODanDo00",30,3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",2802,"Emmanuel Acho","LB","Texas",2012,"CLE",6,204,"AchoEm00",20,2,1.6,73.625,238,NA,4.64,24,35.5,118,NA,NA,NA,NA
"406",2804,"Jacob Martin","LB","Temple",2018,"SEA",6,186,"MartJa02",30,3,1.6,74,236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",2806,"Jason Glenn","LB","Texas A&M",2001,"DET",6,173,"GlenJa20",80,8,1.6,72.6,236,NA,4.93,14,36,115,4.31,7.16,NA,NA
"408",2825,"Shannon Taylor","LB","Virginia",2000,"SD",6,184,"TaylSh20",40,4,1.6,74.9,249,NA,4.65,NA,34.5,115,NA,NA,NA,NA
"409",2826,"Stevenson Sylvester","LB","Utah",2010,"PIT",5,166,"SylvSt99",50,5,1.6,74.125,231,NA,4.71,23,NA,NA,NA,NA,NA,NA
"410",2827,"Tim Shaw","LB","Penn State",2007,"CAR",5,164,"ShawTi99",80,8,1.6,73.5,236,NA,4.54,26,36.5,116,4.12,7.01,NA,NA
"411",2828,"Tim Williams","LB","Alabama",2017,"BAL",3,78,"WillTi00",20,2,1.6,75.125,244,NA,4.68,NA,33.5,123,NA,NA,NA,NA
"412",2830,"Trevor Bates","LB","Maine",2016,"IND",7,239,"BateTr00",10,1,1.6,73,245,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2834,"Andrew Gachkar","LB","Missouri",2011,"SD",7,234,"GachAn00",101,10,1.584158416,74.375,233,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",2841,"Bryan Kehl","LB","Brigham Young",2008,"NYG",4,123,"KehlBr99",72,7,1.555555556,74.25,242,NA,4.69,26,34,119,4.23,6.88,NA,NA
"415",2849,"Charlie Anderson","LB",NA,2004,"HOU",6,200,"AndeCh21",94,9,1.531914894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",2855,"Dominique Stevenson","LB","Tennessee",2002,"BUF",7,260,"StevDo21",21,2,1.523809524,72.3,231,NA,4.6,23,32.5,107,NA,NA,NA,NA
"417",2857,"Malik Jefferson","LB","Texas",2018,"CIN",3,78,"JeffMa00",21,2,1.523809524,74.25,236,NA,4.52,27,36,125,NA,NA,NA,NA
"418",2859,"Roddrick Muckelroy","LB","Texas",2010,"CIN",4,131,"MuckRo99",21,2,1.523809524,73.75,246,NA,4.68,19,31,110,4.39,7.25,NA,NA
"419",2863,"Travis Lewis","LB","Oklahoma",2012,"DET",7,223,"LewiTr00",42,4,1.523809524,73.375,246,NA,4.83,22,36,122,NA,NA,NA,NA
"420",2864,"Darryl Blackstock","LB","Virginia",2005,"ARI",3,95,"BlacDa20",74,7,1.513513514,74.625,247,NA,4.72,25,39,126,4.29,7.05,NA,NA
"421",2870,"Quinton Caver","LB","Arkansas",2001,"PHI",2,55,"CaveQu20",53,5,1.509433962,75.9,227,NA,4.66,23,37.5,118,4.25,7.66,NA,NA
"422",2873,"Alex Hall","LB",NA,2008,"CLE",7,231,"HallAl99",32,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",2874,"Anthony Cannon","LB",NA,2006,"DET",7,247,"CannAn20",32,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",2881,"Mike Nattiel","LB","Florida",2003,"MIN",6,190,"NattMi20",32,3,1.5,71.6,228,NA,4.65,NA,30,106,4.38,7.49,NA,NA
"425",2883,"Shaquem Griffin","LB","Central Florida",2018,"SEA",5,141,"GrifSh01",32,3,1.5,72.375,227,NA,4.38,20,NA,117,NA,NA,NA,NA
"426",2886,"Zaire Franklin","LB","Syracuse",2018,"IND",7,235,"FranZa00",32,3,1.5,72.125,239,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",2887,"Zaviar Gooden","LB","Missouri",2013,"TEN",3,97,"GoodZa00",32,3,1.5,73.5,234,25,4.47,27,34,131,4.18,6.71,NA,NA
"428",2888,"Chris Carter","LB","Frenso State (CA)",2011,"PIT",5,162,"CartCh00",75,7,1.493333333,73.125,248,NA,4.58,27,36,114,4.34,6.88,NA,NA
"429",2890,"Adam Seward","LB","Nevada Las Vegas",2005,"CAR",5,149,"SewaAd20",43,4,1.488372093,74.25,248,NA,4.61,33,36.5,120,4.11,7.16,NA,NA
"430",2894,"Jamar Williams","LB","Arizona State",2006,"CHI",4,120,"WillJa21",54,5,1.481481481,72.25,236,NA,4.63,NA,37,120,4.29,7.03,NA,NA
"431",2896,"Victor Butler","LB","Oregon State",2009,"DAL",4,110,"ButlVi99",65,6,1.476923077,74.25,248,NA,4.76,24,33,113,4.4,7.21,NA,NA
"432",2900,"Austin Spitler","LB","Ohio State",2010,"MIA",7,252,"SpitAu99",55,5,1.454545455,74.25,243,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",2906,"Darius Fleming","LB","Notre Dame",2012,"SF",5,165,"FlemDa00",11,1,1.454545455,73.625,245,NA,4.71,27,33.5,114,4.28,7.03,NA,NA
"434",2911,"Edmond Robinson","LB","Newberry (SC)",2015,"MIN",7,232,"RobiEd00",22,2,1.454545455,74.625,245,NA,4.61,20,37,121,4.38,7.49,NA,NA
"435",2937,"Xavier Adibi","LB","Virginia Tech",2008,"HOU",4,118,"AdibXa99",44,4,1.454545455,73.75,232,NA,4.71,NA,30,110,4.47,NA,NA,NA
"436",2944,"Saleem Rasheed","LB",NA,2002,"SF",3,69,"RashSa20",45,4,1.422222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",2948,"Tony Gilbert","LB","Georgia",2003,"ARI",6,210,"GilbTo20",68,6,1.411764706,71.9,251,NA,4.86,19,27.5,109,NA,NA,NA,NA
"438",2949,"Frank Chamberlin","LB",NA,2000,"TEN",5,160,"ChamFr20",57,5,1.403508772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",2953,"Bryce Hager","LB","Baylor",2015,"STL",7,224,"HageBr00",69,6,1.391304348,72.75,234,NA,4.6,26,35,117,4.36,7.15,NA,NA
"440",2963,"Michael Mauti","LB","Penn State",2013,"MIN",7,213,"MautMi00",58,5,1.379310345,73.875,243,NA,4.83,28,NA,NA,NA,NA,NA,NA
"441",2966,"Zak DeOssie","LB","Brown (RI)",2007,"NYG",4,116,"DeOsZa99",199,17,1.366834171,76.625,250,NA,4.61,26,34.5,122,4.22,6.89,NA,NA
"442",2983,"Clint Sintim","LB","Virginia",2009,"NYG",2,45,"SintCl99",24,2,1.333333333,74.75,256,NA,4.75,NA,34.5,119,4.4,7.37,NA,NA
"443",2986,"Deiontrez Mount","LB",NA,2015,"TEN",6,177,"MounDe00",12,1,1.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",2988,"E.J. Speed","LB",NA,2019,"IND",5,164,"SpeeEJ00",12,1,1.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",2992,"Keenan Clayton","LB","Oklahoma",2010,"PHI",4,121,"ClayKe99",36,3,1.333333333,73.125,229,NA,4.59,27,41.5,124,NA,NA,NA,NA
"446",2995,"Lance Mitchell","LB","Oklahoma",2005,"ARI",5,168,"MitcLa20",12,1,1.333333333,74.125,247,NA,4.91,15,33.5,NA,4.38,7.49,NA,NA
"447",2998,"Nick Moody","LB","Florida State",2013,"SF",6,180,"MoodNi00",24,2,1.333333333,73,236,NA,4.71,17,NA,118,NA,NA,NA,NA
"448",3004,"Roger Knight","LB",NA,2001,"PIT",6,182,"KnigRo20",48,4,1.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",3005,"Ryan LaCasse","LB",NA,2006,"BAL",7,219,"LaCaRy20",12,1,1.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",3009,"Spencer Adkins","LB","Miami (FL)",2009,"ATL",6,176,"AdkiSp99",24,2,1.333333333,71.125,230,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",3011,"Tim McGarigle","LB","Northwestern",2006,"STL",7,221,"McGaTi99",12,1,1.333333333,72.625,242,NA,4.78,NA,38,118,4.07,7.09,NA,NA
"452",3013,"Ukeme Eligwe","LB","Georgia Southern",2017,"KC",5,183,"EligUk00",24,2,1.333333333,73.625,234,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",3021,"Jeremiah George","LB","Iowa State",2014,"NYJ",5,154,"GeorJe01",37,3,1.297297297,71.25,234,NA,4.91,28,33,115,NA,NA,NA,NA
"454",3023,"Jordan Tripp","LB","Montana",2014,"MIA",5,171,"TripJo00",37,3,1.297297297,74.75,234,NA,4.67,22,37.5,120,3.96,6.89,NA,NA
"455",3024,"Trevor Reilly","LB","Utah",2014,"NYJ",7,233,"ReilTr00",37,3,1.297297297,76.75,245,NA,4.67,26,NA,NA,NA,NA,NA,NA
"456",3029,"Cody Spencer","LB","North Texas",2004,"OAK",6,182,"SpenCo20",50,4,1.28,74.5,242,NA,4.67,27,34.5,116,4.08,6.94,NA,NA
"457",3032,"Niko Koutouvides","LB","Purdue",2004,"SEA",4,116,"KoutNi20",125,10,1.28,74.5,244,NA,4.73,NA,30.5,108,3.88,6.98,NA,NA
"458",3036,"Tyler Matakevich","LB","Temple",2016,"PIT",7,246,"MataTy00",63,5,1.26984127,72,238,NA,4.81,22,31,112,4.5,7.19,NA,NA
"459",3037,"Alfred Fincher","LB","Connecticut",2005,"NO",3,82,"FincAl20",38,3,1.263157895,73.375,238,NA,4.68,25,31.5,112,4.48,7.7,NA,NA
"460",3041,"Martez Wilson","LB","Illinois",2011,"NO",3,72,"WilsMa01",38,3,1.263157895,75.75,250,NA,4.42,23,36,124,4.28,7.04,NA,NA
"461",3044,"Chris White","LB","Mississippi State",2011,"BUF",6,169,"WhitCh03",51,4,1.254901961,74.75,240,NA,4.68,17,34,115,4.25,6.95,NA,NA
"462",3046,"Darrell McClover","LB",NA,2004,"NYJ",7,213,"McClDa21",51,4,1.254901961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",3047,"Kentrell Brothers","LB","Missouri",2016,"MIN",5,160,"BrotKe00",51,4,1.254901961,72.375,245,NA,4.89,19,28.5,110,4.11,6.99,NA,NA
"464",3049,"Aaron Wallace","LB","UCLA",2016,"TEN",7,222,"WallAa00",13,1,1.230769231,74.375,242,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",3050,"Andrew Jackson","LB","Western Kentucky",2014,"IND",6,203,"JackAn02",13,1,1.230769231,72.875,254,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",3064,"Jordan Beck","LB","Cal Poly",2005,"ATL",3,90,"BeckJo20",26,2,1.230769231,74.375,233,NA,4.6,25,41,128,4.12,7.11,NA,NA
"467",3065,"Josh Hull","LB","Penn State",2010,"STL",7,254,"HullJo99",39,3,1.230769231,74.75,237,NA,4.93,25,32.5,115,4.07,6.86,NA,NA
"468",3074,"Orantes Grant","LB",NA,2000,"DAL",7,219,"GranOr20",26,2,1.230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",3075,"Scooby Wright","LB","Arizona",2016,"CLE",7,250,"WrigSc00",13,1,1.230769231,71.75,239,NA,4.9,22,31,113,4.47,NA,NA,NA
"470",3084,"Prescott Burgess","LB","Michigan",2007,"BAL",6,207,"BurgPr99",40,3,1.2,75.375,240,NA,4.88,19,32.5,106,4.31,7.01,NA,NA
"471",3085,"Rod Davis","LB","Southern Mississippi",2004,"MIN",5,155,"DaviRo21",40,3,1.2,74,239,NA,4.71,NA,NA,114,4.02,7.2,NA,NA
"472",3087,"Anthony Denman","LB",NA,2001,"JAX",7,213,"DenmAn20",27,2,1.185185185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",3090,"Doug Hogue","LB","Syracuse",2011,"DET",5,157,"HoguDo01",27,2,1.185185185,74.5,235,NA,4.62,18,36,121,4.57,7.09,NA,NA
"474",3116,"David Long Jr.","LB",NA,2019,"TEN",6,188,"LongDa04",14,1,1.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",3117,"David Veikune","LB",NA,2009,"CLE",2,52,"VeikDa99",14,1,1.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",3120,"Eric Norwood","LB","South Carolina",2010,"CAR",4,124,"NorwEr99",28,2,1.142857143,72.875,242,NA,4.71,NA,36.5,115,4.23,7.08,NA,NA
"477",3125,"Joey LaRocque","LB","Oregon State",2008,"CHI",7,243,"LaRoJo99",14,1,1.142857143,73.375,226,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",3126,"Jordon Dizon","LB","Colorado",2008,"DET",2,45,"DizoJo99",28,2,1.142857143,71.875,229,NA,4.73,NA,30.5,118,4.35,7.01,NA,NA
"479",3131,"Marquis Cooper","LB","Washington",2004,"TB",3,79,"CoopMa21",42,3,1.142857143,75.3,223,NA,4.55,25,36.5,121,4.12,7.02,NA,NA
