"","Name","Position","College","Draft.Year","Team","Draft.Round","Pick.Number","PlayerID","Games","Avg.Value","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","Pro.Bowls","All.Pros"
"318","Dwayne Gratz","DB","Connecticut",2013,"JAX",3,64,"GratDw00",43,10,3.72093023255814,71.125,201,NA,4.47,22,38,125,4.15,6.7,NA,NA
"319","Clayton Geathers","DB","Central Florida",2015,"IND",4,109,"GeatCl00",56,13,3.71428571428571,73.625,218,NA,4.55,22,37,120,4.27,7.21,NA,NA
"320","Stuart Schweigert","DB","Purdue",2004,"OAK",3,67,"SchwSt20",69,16,3.71014492753623,74,218,NA,4.45,18,38,124,3.89,6.68,NA,NA
"321","Domonique Foxworth","DB","Maryland",2005,"DEN",3,97,"FoxwDo20",78,18,3.69230769230769,71.125,184,NA,4.39,14,41,125,3.89,6.78,NA,NA
"322","Jamel Dean","DB","Auburn",2019,"TB",3,94,"DeanJa00",13,3,3.69230769230769,73,206,NA,4.3,16,41,130,4.19,7.02,NA,NA
"323","Michael Green","DB",NA,2000,"CHI",7,254,"GreeMi20",104,24,3.69230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Walter Thurmond","DB","Oregon",2010,"SEA",4,111,"ThurWa99",52,12,3.69230769230769,70.75,189,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Pierre Desir","DB","Lindenwood (MO)",2014,"CLE",4,127,"DesiPi00",61,14,3.67213114754098,73,198,NA,4.59,11,35,133,4.3,6.86,NA,NA
"326","Damontae Kazee","DB","San Diego State",2017,"ATL",5,149,"KazeDa00",48,11,3.66666666666667,70.25,184,NA,4.54,11,34,124,NA,NA,NA,NA
"327","Reynaldo Hill","DB","Florida",2005,"TEN",7,218,"HillRe21",48,11,3.66666666666667,71,187,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","T.J. Carrie","DB",NA,2014,"OAK",7,219,"CarrTr00",92,21,3.65217391304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Johnthan Banks","DB","Mississippi State",2013,"TB",2,43,"BankJo00",57,13,3.64912280701754,74,185,NA,4.61,10,34,125,4.27,6.97,NA,NA
"330","Maurice Alexander","DB","Utah State",2014,"STL",4,110,"AlexMa00",57,13,3.64912280701754,73.25,220,NA,4.54,NA,38,123,4.51,7.05,NA,NA
"331","Tyrell Johnson","DB","Arkansas State",2008,"MIN",2,43,"JohnTy99",53,12,3.62264150943396,71.875,207,NA,4.41,27,32,127,NA,NA,NA,NA
"332","Daniel Bullocks","DB","Nebraska",2006,"DET",2,40,"BullDa20",31,7,3.61290322580645,72.5,212,NA,4.4,18,38,124,4.16,6.91,NA,NA
"333","Bobby McCain","DB","Memphis",2015,"MIA",5,145,"McCaBo01",71,16,3.6056338028169,69.5,195,NA,4.51,17,36,130,3.82,6.8,NA,NA
"334","Chris Cook","DB","Virginia",2010,"MIN",2,34,"CookCh99",40,9,3.6,74,212,NA,4.45,7,38,132,4.23,6.88,NA,NA
"335","Orlando Scandrick","DB","Boise State",2008,"DAL",5,143,"ScanOr99",143,32,3.58041958041958,70,192,NA,4.36,NA,33.5,125,NA,6.83,NA,1
"336","D.J. Campbell","DB","California",2012,"CAR",7,216,"CampD.00",9,2,3.55555555555556,72.125,201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Earl Wolff","DB","North Carolina State",2013,"PHI",5,136,"WolfEa00",18,4,3.55555555555556,71.25,209,NA,4.44,NA,39,134,4.07,NA,NA,NA
"338","Kevin Thomas","DB","Southern California",2010,"IND",3,94,"ThomKe99",9,2,3.55555555555556,72,192,NA,4.41,19,34.5,126,4.18,6.82,NA,NA
"339","Rashard Anderson","DB","Jackson State (MS)",2000,"CAR",1,23,"AndeRa21",27,6,3.55555555555556,74.4,206,NA,4.59,NA,34,123,4.15,7.18,NA,NA
"340","J.J. Wilcox","DB","Georgia Southern",2013,"DAL",3,80,"WilcJ.00",77,17,3.53246753246753,72,213,15,4.57,17,35,124,4.09,7.02,NA,NA
"341","Kelly Jennings","DB","Miami (FL)",2006,"SEA",1,31,"JennKe20",91,20,3.51648351648352,70.88,178,NA,4.44,NA,40,120,4,NA,NA,NA
"342","Shareece Wright","DB","Southern California",2011,"SD",3,89,"WrigSh00",91,20,3.51648351648352,70.875,185,NA,4.41,16,34.5,113,NA,NA,NA,NA
"343","Foyesade Oluokun","DB",NA,2018,"ATL",6,200,"OluoFo00",32,7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Kendall Fuller","DB","Virginia Tech",2016,"WAS",3,84,"FullKe00",55,12,3.49090909090909,71.5,187,NA,NA,15,NA,NA,NA,NA,NA,NA
"345","Rasul Douglas","DB","West Virginia",2017,"PHI",3,99,"DougRa00",46,10,3.47826086956522,74,209,NA,4.59,16,33.5,120,4.26,6.97,NA,NA
"346","Taron Johnson","DB","Weber State (UT)",2018,"BUF",4,121,"JohnTa01",23,5,3.47826086956522,71.125,180,NA,4.5,17,33,118,4.28,7.03,NA,NA
"347","Lamont Thompson","DB","Washington State",2002,"CIN",2,41,"ThomLa21",83,18,3.46987951807229,73.1,220,NA,4.56,12,33.5,116,NA,NA,NA,NA
"348","Sherrod Martin","DB","Troy (AL)",2009,"CAR",2,59,"MartSh99",83,18,3.46987951807229,73,198,NA,4.43,12,36,123,3.98,6.6,NA,NA
"349","Reed Doughty","DB","Northern Colorado",2006,"WAS",6,173,"DougRe20",107,23,3.4392523364486,72.5,209,NA,4.68,15,37,121,4.17,6.66,NA,NA
"350","Khari Willis","DB",NA,2019,"IND",4,109,"WillKh00",14,3,3.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Lonnie Johnson Jr.","DB",NA,2019,"HOU",2,54,"JohnLo01",14,3,3.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","P.J. Williams","DB","Florida State",2015,"NO",3,78,"WillP.00",47,10,3.40425531914894,72,194,18,4.57,12,40,132,4.28,7.08,NA,NA
"353","Derek Ross","DB",NA,2002,"DAL",3,75,"RossDe20",33,7,3.39393939393939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Quinten Rollins","DB","Miami (OH)",2015,"GB",2,62,"RollQu00",33,7,3.39393939393939,71.125,195,NA,4.57,14,36.5,122,4.28,7.1,NA,NA
"355","Nate Hairston","DB","Temple",2017,"IND",5,158,"HairNa00",38,8,3.36842105263158,71.875,196,NA,4.52,14,35.5,118,4.45,NA,NA,NA
"356","Rashard Robinson","DB","Louisiana State",2016,"SF",4,133,"RobiRa00",38,8,3.36842105263158,73.5,171,NA,4.49,NA,35.5,121,NA,NA,NA,NA
"357","Tay Cody","DB","Florida State",2001,"SD",3,67,"CodyTa20",19,4,3.36842105263158,69.1,181,NA,4.55,11,NA,NA,NA,NA,NA,NA
"358","Darius Butler","DB","Connecticut",2009,"NE",2,41,"ButlDa99",124,26,3.35483870967742,70.375,183,NA,4.41,NA,43,134,4.18,6.92,NA,NA
"359","Darian Thompson","DB","Boise State",2016,"NYG",3,71,"ThomDa05",43,9,3.34883720930233,73.875,208,NA,4.69,12,32.5,118,4.33,7.26,NA,NA
"360","Colin Branch","DB","Stanford",2003,"CAR",4,119,"BranCo20",48,10,3.33333333333333,71.8,203,NA,4.43,22,36,119,NA,NA,NA,NA
"361","Eric Rowe","DB","Utah",2015,"PHI",2,47,"RoweEr00",53,11,3.32075471698113,72.75,205,23,4.45,19,39,125,3.97,6.7,NA,NA
"362","Al Afalava","DB","Oregon State",2009,"CHI",6,190,"AfalAl99",29,6,3.31034482758621,70.875,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Bobby Gray","DB","Louisiana Tech",2002,"CHI",5,140,"GrayBo20",29,6,3.31034482758621,72.1,209,NA,4.66,24,NA,111,NA,NA,NA,NA
"364","Davon House","DB","New Mexico State",2011,"GB",4,131,"HousDa00",87,18,3.31034482758621,72.5,200,NA,4.44,14,33.5,109,4.12,6.65,NA,NA
"365","Marquand Manuel","DB","Florida",2002,"CIN",6,181,"ManuMa20",116,24,3.31034482758621,72,209,NA,4.52,18,NA,NA,NA,NA,NA,NA
"366","Terreal Bierria","DB","Georgia",2002,"SEA",4,120,"BierTe20",29,6,3.31034482758621,74.6,216,NA,4.56,18,36,129,4.1,6.93,NA,NA
"367","Coty Sensabaugh","DB","Clemson",2012,"TEN",4,115,"SensCo00",107,22,3.28971962616822,71.25,189,NA,4.33,15,37,122,4.06,6.6,NA,NA
"368","Bene Benwikere","DB","San Jose State",2014,"CAR",5,148,"BenwBe00",54,11,3.25925925925926,70.75,195,NA,4.63,10,40.5,122,4.38,6.94,NA,NA
"369","Arturo Freeman","DB","South Carolina",2000,"MIA",5,152,"FreeAr20",74,15,3.24324324324324,72.4,188,NA,4.58,14,35.5,124,4.38,6.91,NA,NA
"370","Stanford Routt","DB","Houston",2005,"OAK",2,38,"RoutSt20",119,24,3.22689075630252,73.375,193,NA,4.33,NA,36.5,127,3.9,6.63,NA,NA
"371","Aaron Colvin","DB","Oklahoma",2014,"JAX",4,114,"ColvAa00",65,13,3.2,71.375,177,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Antonio Allen","DB","South Carolina",2012,"NYJ",7,242,"AlleAn02",50,10,3.2,73.5,210,NA,4.58,17,34,118,4.25,7.02,NA,NA
"373","Brandon Harrison","DB","Stanford",2007,"HOU",5,144,"HarrBr99",15,3,3.2,73.875,227,NA,NA,23,NA,NA,NA,NA,NA,NA
"374","Brandon McDonald","DB","Memphis",2007,"CLE",5,140,"McDoBr99",80,16,3.2,70.875,181,NA,4.61,17,33,118,4.76,7.44,NA,NA
"375","Isaiah Oliver","DB","Colorado",2018,"ATL",2,58,"OlivIs00",30,6,3.2,72.25,190,NA,4.5,NA,NA,NA,NA,NA,NA,NA
"376","Jamarca Sanford","DB","Mississippi",2009,"MIN",7,231,"SanfJa99",95,19,3.2,69.875,214,NA,4.5,29,33.5,116,4.2,7.02,NA,NA
"377","Mike Edwards","DB","Hawaii",2019,"TB",3,99,"EdwaMi01",15,3,3.2,69,189,NA,4.56,14,36,124,4.18,6.94,NA,NA
"378","Mike Hughes","DB","Central Florida",2018,"MIN",1,30,"HughMi00",20,4,3.2,70.125,191,NA,4.53,20,35.5,127,4.13,6.7,NA,NA
"379","Roosevelt Williams","DB","Tuskegee (AL)",2002,"CHI",3,72,"WillRo26",20,4,3.2,71.4,204,NA,4.59,23,38,119,NA,NA,NA,NA
"380","D.J. Hayden","DB","Houston",2013,"OAK",1,12,"HaydDJ00",86,17,3.16279069767442,71.125,191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Corey White","DB","Samford (AL)",2012,"NO",5,162,"WhitCo01",66,13,3.15151515151515,71.5,206,NA,4.53,15,37.5,126,4.22,6.72,NA,NA
"382","Cortez Allen","DB","Citadel (SC)",2011,"PIT",4,128,"AlleCo00",56,11,3.14285714285714,73.25,197,NA,4.5,18,35.5,129,4.01,6.76,NA,NA
"383","Darryl Roberts","DB","Marshall (WV)",2015,"NE",7,247,"RobeDa00",56,11,3.14285714285714,71,187,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Tyrone Carter","DB","Minnesota",2000,"MIN",4,118,"CartTy20",158,31,3.13924050632911,67.6,190,NA,4.53,16,41,121,4.19,6.75,NA,NA
"385","Kevin Johnson","DB","Wake Forest",2015,"HOU",1,16,"JohnKe04",51,10,3.13725490196078,72.25,188,17,4.52,NA,41.5,130,3.89,6.79,NA,NA
"386","Jourdan Lewis","DB","Michigan",2017,"DAL",3,92,"LewiJo01",46,9,3.1304347826087,70,188,NA,4.54,15,34.5,121,NA,NA,NA,NA
"387","Aaron Rouse","DB","Virginia Tech",2007,"GB",3,89,"RousAa99",41,8,3.1219512195122,76,223,NA,4.6,16,35,NA,NA,NA,NA,NA
"388","Bacarri Rambo","DB","Georgia",2013,"WAS",6,191,"RambBa00",41,8,3.1219512195122,72.5,211,20,4.56,17,NA,NA,NA,NA,NA,NA
"389","Pat Dennis","DB",NA,2000,"KC",5,162,"DennPa20",41,8,3.1219512195122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Chris Johnson","DB",NA,2003,"GB",7,245,"JohnCh26",77,15,3.11688311688312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Alan Ball","DB",NA,2007,"DAL",7,237,"BallAl99",108,21,3.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Alphonso Smith","DB","Wake Forest",2009,"DEN",2,37,"SmitAl98",42,8,3.04761904761905,69,193,NA,4.47,13,34,125,4.38,7.09,NA,NA
"393","Demarcus Faggins","DB","Kansas State",2002,"HOU",6,173,"FaggDe20",84,16,3.04761904761905,70.5,178,NA,4.56,3,36.5,118,3.92,6.64,NA,NA
"394","Derrick Kindred","DB","Texas Christian",2016,"CLE",4,129,"KindDe00",42,8,3.04761904761905,70,207,NA,4.5,NA,37.5,123,4.29,7.05,NA,NA
"395","Kareem Moore","DB","Nicholls State (LA)",2008,"WAS",6,180,"MoorKa99",42,8,3.04761904761905,70.5,213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Marcell Harris","DB","Florida",2018,"SF",6,184,"HarrMa03",21,4,3.04761904761905,72.5,208,NA,NA,16,NA,NA,NA,NA,NA,NA
"397","Bhawoh Jue","DB","Penn State",2001,"GB",3,71,"JuexBh20",79,15,3.0379746835443,72.3,199,NA,4.53,NA,34.5,113,4.27,7.21,NA,NA
"398","Marcus Cooper","DB","Rutgers",2013,"SF",7,252,"CoopMa00",74,14,3.02702702702703,74.125,192,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Travares Tillman","DB","Georgia Tech",2000,"BUF",2,58,"TillTr20",74,14,3.02702702702703,73.3,194,NA,4.6,15,37.5,123,4.29,6.95,NA,NA
"400","Jacques Reeves","DB",NA,2004,"DAL",7,223,"ReevJa20",90,17,3.02222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Derrick Gibson","DB","Florida State",2001,"OAK",1,28,"GibsDe21",69,13,3.01449275362319,73.6,218,NA,4.45,17,NA,NA,NA,NA,NA,NA
"402","Chauncey Gardner-Johnson","DB",NA,2019,"NYJ",4,105,"GardCh00",16,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Ed Reynolds","DB","Stanford",2014,"PHI",5,162,"ReynEd00",16,3,3,73,207,NA,4.57,15,32.5,116,NA,NA,NA,NA
"404","Eric Kelly","DB","Kentucky",2001,"MIN",3,69,"KellEr20",48,9,3,70.5,199,NA,4.47,15,36,120,4.18,7.24,NA,NA
"405","Eric Smith","DB","Michigan State",2006,"NYJ",3,97,"SmitEr22",96,18,3,73,209,NA,4.63,21,40,127,4.1,6.89,NA,NA
"406","Tom Zbikowski","DB","Notre Dame",2008,"BAL",3,86,"ZbikTo99",64,12,3,71.25,211,NA,4.54,24,NA,NA,NA,NA,NA,NA
"407","Trayvon Mullen","DB","Clemson",2019,"OAK",2,40,"MullTr00",16,3,3,73.5,199,NA,4.46,NA,34.5,123,NA,NA,NA,NA
"408","Chris Chamberlain","DB","Tulsa (OK)",2008,"STL",7,228,"ChamCh99",59,11,2.98305084745763,73.625,226,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Marvin White","DB","Texas Christian",2007,"CIN",4,114,"WhitMa99",43,8,2.97674418604651,73.25,199,NA,4.56,17,33.5,NA,NA,NA,NA,NA
"410","Mike Rumph","DB",NA,2002,"SF",1,27,"RumpMi20",43,8,2.97674418604651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Adrian Colbert","DB","Miami (FL)",2017,"SF",7,229,"ColbAd00",27,5,2.96296296296296,72.5,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","DeJuan Groce","DB","Nebraska",2003,"STL",4,107,"GrocDe20",54,10,2.96296296296296,69.6,192,NA,4.54,18,36,118,3.96,6.81,NA,NA
"413","Jonathan Wilhite","DB","Auburn",2008,"NE",4,129,"WilhJo99",54,10,2.96296296296296,69.5,185,NA,4.45,20,33.5,119,NA,NA,NA,NA
"414","Marcus McCauley","DB","Frenso State (CA)",2007,"MIN",3,72,"McCaMa99",27,5,2.96296296296296,72.75,203,NA,4.4,17,36,129,4.17,6.61,NA,NA
"415","Von Hutchins","DB","Mississippi",2004,"IND",6,173,"HutcVo20",38,7,2.94736842105263,69.6,185,NA,4.5,11,34.5,115,4.06,7.05,NA,NA
"416","Ashton Youboty","DB",NA,2006,"BUF",3,70,"YoubAs20",49,9,2.93877551020408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Sammy Davis","DB","Texas A&M",2003,"SD",1,30,"DaviSa21",71,13,2.92957746478873,71.8,186,NA,4.45,19,40,131,NA,7,NA,NA
"418","Fabian Moreau","DB","UCLA",2017,"WAS",3,81,"MoreFa00",44,8,2.90909090909091,71.875,206,23,4.35,NA,38,136,4.12,6.94,NA,NA
"419","Matt Bowen","DB","Iowa",2000,"STL",6,198,"BoweMa20",77,14,2.90909090909091,73.1,201,NA,4.51,12,33,115,4.09,7.06,NA,NA
"420","Sidney Jones","DB","Washington",2017,"PHI",2,43,"JoneSi00",22,4,2.90909090909091,71.75,186,NA,4.47,NA,33.5,123,4.28,7.02,NA,NA
"421","Stevie Brown","DB","Michigan",2010,"OAK",7,251,"BrowSt99",55,10,2.90909090909091,71.25,212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Tavon Wilson","DB","Illinois",2012,"NE",2,48,"WilsTa00",110,20,2.90909090909091,71.75,205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Usama Young","DB",NA,2007,"NO",3,66,"YounUs99",99,18,2.90909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Robert McClain","DB","Connecticut",2010,"CAR",7,249,"McClRo98",94,17,2.8936170212766,69.375,195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Shiloh Keo","DB","Idaho",2011,"HOU",5,144,"KeoxSh00",56,10,2.85714285714286,71.25,219,NA,4.74,24,32.5,110,3.9,6.55,NA,NA
"426","Trumaine McBride","DB","Mississippi",2007,"CHI",7,221,"McBrTr99",84,15,2.85714285714286,69.125,185,NA,4.6,14,34.5,122,4.32,6.96,NA,NA
"427","Jamar Taylor","DB","Boise State",2013,"MIA",2,54,"TaylJa01",90,16,2.84444444444444,70.625,192,NA,4.39,22,35,127,4.06,6.82,NA,NA
"428","Ryan Mundy","DB","West Virginia",2008,"PIT",6,194,"MundRy00",96,17,2.83333333333333,73,215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Bobby Myers","DB","Wisconsin",2000,"TEN",4,124,"MyerBo21",17,3,2.82352941176471,73.3,183,NA,4.59,NA,37.5,123,4.1,7.04,NA,NA
"430","Cordrea Tankersley","DB","Clemson",2017,"MIA",3,97,"TankCo00",17,3,2.82352941176471,72.75,199,NA,4.4,13,29.5,121,4.32,7,NA,NA
"431","B.W. Webb","DB","William & Mary (VA)",2013,"DAL",4,114,"WebbBW00",80,14,2.8,70.25,184,NA,4.51,14,40.5,132,3.84,6.82,NA,NA
"432","Kenneth Acker","DB","Southern Methodist (TX)",2014,"SF",6,180,"AckeKe00",40,7,2.8,71.625,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Todd Johnson","DB","Florida",2003,"CHI",4,100,"JohnTo20",80,14,2.8,72.9,206,NA,4.58,19,33.5,117,4.17,6.99,NA,NA
"434","Michael Hawthorne","DB",NA,2000,"NO",6,195,"HawtMi20",63,11,2.79365079365079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Rayshawn Jenkins","DB","Miami (FL)",2017,"LAC",4,113,"JenkRa00",46,8,2.78260869565217,73.25,214,NA,4.51,19,37,127,NA,NA,NA,NA
"436","Isaac Yiadom","DB","Boston College",2018,"DEN",3,99,"YiadIs00",29,5,2.75862068965517,72.875,190,NA,4.52,8,NA,120,4.18,NA,NA,NA
"437","Quincy Wilson","DB","Florida",2017,"IND",2,46,"WilsQu01",29,5,2.75862068965517,72.625,211,NA,4.54,14,32,116,4.02,6.86,NA,NA
"438","Tracy Walker","DB","Louisiana-Lafayette",2018,"DET",3,82,"WalkTr01",29,5,2.75862068965517,72.875,206,NA,4.51,14,33,119,4.28,7,NA,NA
"439","Jon McGraw","DB","Kansas State",2002,"NYJ",2,57,"McGrJo21",122,21,2.75409836065574,75.1,208,NA,4.48,13,39.5,123,3.92,6.51,NA,NA
"440","Zackary Bowman","DB","Nebraska",2008,"CHI",5,142,"BowmZa20",99,17,2.74747474747475,72.13,197,NA,4.44,18,30.5,122,4.21,7.1,NA,NA
"441","Jeremy Lane","DB","Northwestern State (LA)",2012,"SEA",6,172,"LaneJe00",70,12,2.74285714285714,72,190,NA,4.52,NA,NA,NA,NA,NA,NA,NA
"442","Duron Harmon","DB","Rutgers",2013,"NE",3,91,"HarmDu00",111,19,2.73873873873874,72.25,196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Anthony Smith","DB","Syracuse",2006,"PIT",3,83,"SmitAn21",76,13,2.73684210526316,72.13,194,NA,4.71,18,41,125,4.35,6.75,NA,NA
"444","David Gibson","DB",NA,2000,"TB",6,193,"GibsDa20",47,8,2.72340425531915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Terrance Mitchell","DB","Oregon",2014,"DAL",7,254,"MitcTe00",53,9,2.71698113207547,71.125,192,NA,4.63,NA,34,116,4,6.57,NA,NA
"446","Darqueze Dennard","DB","Michigan State",2014,"CIN",1,24,"DennDa00",77,13,2.7012987012987,70.875,199,NA,4.52,15,NA,NA,NA,NA,NA,NA
"447","Kyle Wilson","DB","Boise State",2010,"NYJ",1,29,"WilsKy99",95,16,2.69473684210526,70,194,NA,4.43,25,NA,NA,NA,NA,NA,NA
"448","Brice McCain","DB","Utah",2009,"HOU",6,188,"McCaBr99",132,22,2.66666666666667,68.875,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Courtney Greene","DB","Rutgers",2009,"SEA",7,245,"GreeCo99",30,5,2.66666666666667,72.25,212,NA,4.55,21,34.5,116,4.16,7.35,NA,NA
"450","Craig Mager","DB","Texas State",2015,"SD",3,83,"MageCr00",24,4,2.66666666666667,71.5,201,NA,4.44,17,38,130,4.07,6.83,NA,NA
"451","Jonte Green","DB","New Mexico State",2012,"DET",6,196,"GreeJo03",24,4,2.66666666666667,71.25,191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Josh Jackson","DB","Iowa",2018,"GB",2,45,"JackJo01",30,5,2.66666666666667,72.375,192,NA,4.56,18,38,123,4.03,6.86,NA,NA
"453","Quinton Carter","DB","Oklahoma",2011,"DEN",4,108,"CartQu01",30,5,2.66666666666667,72.625,208,NA,4.57,23,34.5,121,4.06,7.05,NA,NA
"454","Reggie Austin","DB","Wake Forest",2000,"CHI",4,125,"AustRe20",18,3,2.66666666666667,69.4,175,NA,4.46,17,35,119,4.14,7.03,NA,NA
"455","Sheldrick Redwine","DB",NA,2019,"CLE",4,119,"RedwSh00",12,2,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Lewis Sanders","DB","Maryland",2000,"CLE",4,95,"SandLe20",97,16,2.63917525773196,73,202,NA,4.5,10,37,116,NA,NA,NA,NA
"457","Will Allen","DB","Syracuse",2004,"TB",4,111,"AlleWi21",176,29,2.63636363636364,70.5,192,NA,4.44,14,39.5,121,3.9,6.78,NA,NA
"458","Jimmy Wilson","DB",NA,2011,"MIA",7,235,"WilsJi00",73,12,2.63013698630137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Demetrius McCray","DB","Appalachian State (NC)",2013,"JAX",7,210,"McCrDe00",49,8,2.61224489795918,72.875,187,NA,4.54,4,36,126,4.32,7.17,NA,NA
"460","Fred Bennett","DB","South Carolina",2007,"HOU",4,123,"BennFr99",49,8,2.61224489795918,72.875,196,NA,4.49,17,38.5,125,4.3,6.67,NA,NA
"461","Jayron Hosley","DB","Virginia Tech",2012,"NYG",3,94,"HoslJa00",43,7,2.6046511627907,70,178,NA,4.38,11,NA,NA,NA,NA,NA,NA
"462","Charlie Peprah","DB","Alabama",2006,"NYG",5,158,"PeprCh20",74,12,2.59459459459459,70.875,206,NA,4.7,15,37.5,119,4.09,6.81,NA,NA
"463","Sean Considine","DB","Iowa",2005,"PHI",4,102,"ConsSe20",99,16,2.58585858585859,72.125,212,NA,4.53,19,37,116,3.92,7.09,NA,NA
"464","William Bartee","DB","Oklahoma",2000,"KC",2,54,"BartWi20",87,14,2.57471264367816,73,192,NA,4.43,NA,38.5,124,3.99,6.7,NA,NA
"465","Tony Dixon","DB","Alabama",2001,"DAL",2,56,"DixoTo20",56,9,2.57142857142857,73.1,213,NA,4.57,17,37,117,NA,7.38,NA,NA
"466","Justin Bethel","DB","Presbyterian (SC)",2012,"ARI",6,177,"BethJu00",126,20,2.53968253968254,71.625,200,NA,4.52,19,39.5,131,4.3,6.79,NA,NA
"467","Brandon Dixon","DB","Northwest Missouri State",2014,"NYJ",6,195,"DixoBr00",19,3,2.52631578947368,71.5,203,NA,4.41,17,32.5,116,4.27,7.15,NA,NA
"468","Davontae Harris","DB","Illinois State",2018,"CIN",5,151,"HarrDa05",19,3,2.52631578947368,71.375,200,NA,4.43,22,32.5,123,4.4,6.96,NA,NA
"469","Kareem Larrimore","DB","West Texas A&M",2000,"DAL",4,109,"LarrKa20",19,3,2.52631578947368,71.1,190,NA,4.44,NA,34,125,NA,NA,NA,NA
"470","Trent Robinson","DB",NA,2012,"SF",6,180,"RobiTr02",38,6,2.52631578947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Donald Strickland","DB","Colorado",2003,"IND",3,90,"StriDo20",89,14,2.51685393258427,70,187,NA,4.48,16,35.5,121,4.01,6.97,NA,NA
"472","Michael Lehan","DB",NA,2003,"CLE",5,152,"LehaMi20",70,11,2.51428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Shaunard Harts","DB","Boise State",2001,"KC",7,212,"HartSh20",51,8,2.50980392156863,71.6,200,NA,4.51,12,34.5,119,NA,7.14,NA,NA
"474","Robert Bean","DB","Mississippi State",2000,"CIN",5,133,"BeanRo20",32,5,2.5,71,178,NA,4.5,NA,34.5,122,4.2,6.87,NA,NA
"475","Stanley Wilson","DB","Stanford",2005,"DET",3,72,"WilsSt20",32,5,2.5,71.75,185,NA,4.39,14,39.5,123,NA,NA,NA,NA
"476","Matt Giordano","DB","California",2005,"IND",4,135,"GiorMa20",116,18,2.48275862068966,70.75,199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Phillip Gaines","DB","Rice (TX)",2014,"KC",3,87,"GainPh00",58,9,2.48275862068966,72.375,193,NA,4.38,11,36.5,122,4.04,6.62,NA,NA
"478","Andre Woolfolk","DB","Oklahoma",2003,"TEN",1,28,"WoolAn20",39,6,2.46153846153846,73.4,197,NA,4.47,10,35.5,128,3.95,6.76,NA,NA
"479","E.J. Biggers","DB","Western Michigan",2009,"TB",7,217,"BiggE.99",92,14,2.43478260869565,71.125,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Tharold Simon","DB","Louisiana State",2013,"SEA",5,138,"SimoTh00",20,3,2.4,74,202,NA,4.51,9,34,128,NA,NA,NA,NA
"481","Coy Wire","DB","Stanford",2002,"BUF",3,97,"WireCo20",127,19,2.39370078740157,71.8,209,NA,4.56,28,38.5,118,3.87,6.62,NA,NA
