"","Year","Name","College","Position","Height","Weight","Wonderlic","X40YD","Bench","Vert","Broad","Shuttle","X3Cone","ProBowls","AllPros","Success"
"10932",1987,"Anthony Anderson","Grambling State (LA)","CB",73.6,208,NA,4.69,NA,31,111,4.48,NA,0,0,0
"10933",1987,"Stephen Braggs","Texas","CB",69,176,NA,4.55,7,28.5,111,4.1,NA,0,0,0
"10934",1987,"Louis Brock","Southern California","CB",70.6,163,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10935",1987,"Toi Cook","Stanford","CB",70.3,185,NA,4.58,NA,29,114,4.3,NA,0,0,0
"10936",1987,"Brian Davis","Nebraska","CB",73.1,189,NA,4.45,8,35.5,119,4.17,NA,0,0,0
"10937",1987,"Ron Francis","Baylor","CB",69.4,188,NA,4.49,8,34,115,4.06,NA,0,0,0
"10938",1987,"Chris Goode","Alabama","CB",71.6,192,NA,4.6,2,33,116,4.25,NA,0,0,0
"10939",1987,"Wayne Haddix","Liberty (VA)","CB",73.1,200,NA,4.67,8,37,122,4.35,NA,0,0,0
"10940",1987,"Delton Hall","Clemson","CB",72,202,NA,4.48,3,30.5,112,4.61,NA,0,0,0
"10941",1987,"Cliff Hicks","Oregon","CB",69.4,192,NA,4.5,8,31.5,116,4.34,NA,0,0,0
"10942",1987,"Milton Mack","Alcorn State (MS)","CB",70.6,186,NA,4.53,12,34.5,118,4.22,NA,0,0,0
"10943",1987,"Roland Mitchell","Texas Tech","CB",71.1,180,NA,4.49,9,32,128,4.15,NA,0,0,0
"10944",1987,"Gary Moss","Georgia","CB",70.4,193,NA,NA,12,NA,NA,NA,NA,0,0,0
"10945",1987,"Nate Odomes","Wisconsin","CB",69.3,188,NA,4.43,18,33.5,119,4.3,NA,0,0,0
"10946",1987,"Ricky Reynolds","Washington State","CB",71.6,182,NA,4.48,16,30.5,118,4.17,NA,0,0,0
"10947",1987,"Garland Rivers","Michigan","CB",73,185,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10948",1987,"Elton Slater","Southwestern Louisiana","CB",69.8,193,NA,4.59,7,26,116,4.16,NA,0,0,0
"10949",1987,"Eric Thomas","Tulane (LA)","CB",70.3,171,NA,4.38,7,35,126,4.22,NA,0,0,0
"10950",1987,"Solomon Wilcots","Colorado","CB",70.3,186,NA,4.6,11,31.5,118,4.4,NA,0,0,0
"10951",1987,"Perry Williams","Clemson","CB",73,203,NA,4.67,8,29,103,4.21,NA,0,0,0
"10952",1987,"Rod Woodson","Purdue","CB",72,202,NA,4.33,10,36,125,3.98,NA,0,0,0
"10953",2019,"Micah Abernathy","Tennessee","FS",71.625,195,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10954",2019,"Dravon Askew-Henry","West Virginia","FS",70.75,202,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10955",2019,"Dameon Baber","Nevada","FS",69.875,197,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10956",2019,"Dalton Baker","Nevada Las Vegas","FS",70.625,186,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10957",2019,"J.K. Britt","North Carolina","FS",71.625,204,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10958",2019,"Nick Coleman","Notre Dame","FS",71.625,194,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10959",2019,"Marcus Epps","Wyoming","FS",71.75,197,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10960",2019,"Kyle Gibson","Central Florida","FS",71.625,179,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10961",2019,"Cam Hilton","Missouri","FS",71.75,195,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10962",2019,"Tyree Kinnel","Michigan","FS",71,207,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10963",2019,"P.J. Locke","Texas","FS",70.25,202,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10964",2019,"Nick Scott","Penn State","FS",70.75,200,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10965",2019,"A.J. Westbrook","Florida State","FS",71,190,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10966",2019,"Jalen Young","Florida Atlantic","FS",70.125,184,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10967",2018,"Marcus Allen","Penn State","FS",74.125,202,NA,NA,15,37,127,4.32,NA,0,0,0
"10968",2018,"Johnathan Alston","North Carolina State","FS",73.125,205,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10969",2018,"Jessie Bates","Wake Forest","FS",73.125,195,NA,4.5,NA,35.5,117,4.26,6.78,0,0,0
"10970",2018,"Quin Blanding","Virginia","FS",74,215,NA,4.63,NA,31.5,122,NA,NA,0,0,0
"10971",2018,"Sean Chandler","Temple","FS",70.5,190,NA,4.65,16,34.5,119,4.62,NA,0,0,0
"10972",2018,"Rashaan Gaulden","Tennessee","FS",72.75,193,NA,4.61,8,30,119,4.33,7.16,0,0,0
"10973",2018,"Corey Griffin","Georgia Tech","FS",73.125,204,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10974",2018,"Chris Hawkins","Southern California","FS",70.625,190,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10975",2018,"Godwin Igwebuike","Northwestern","FS",71.375,205,NA,4.44,19,35.5,128,4.12,6.56,0,0,0
"10976",2018,"Natrell Jamerson","Wisconsin","FS",70.625,198,NA,4.4,25,35.5,120,NA,NA,0,0,0
"10977",2018,"Joshua Kalu","Nebraska","FS",72.25,195,NA,4.58,17,41.5,134,NA,NA,0,0,0
"10978",2018,"Kameron Kelly","San Diego State","FS",73.625,200,NA,4.66,9,33,120,4.28,6.94,0,0,0
"10979",2018,"Tarvarius Moore","Southern Mississippi","FS",73.125,199,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10980",2018,"Nick Orr","Texas Christian","FS",71,179,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10981",2018,"Justin Reid","Stanford","FS",72.5,204,NA,4.4,16,36.5,128,4.15,6.65,0,0,0
"10982",2018,"Ramon Richards","Oklahoma State","FS",71.125,187,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10983",2018,"Stephen Roberts","Auburn","FS",71.25,189,NA,4.53,NA,34,121,NA,NA,0,0,0
"10984",2018,"Tyree Robinson","Oregon","FS",74.25,202,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10985",2018,"Domincik Sanders","Georgia","FS",72,193,NA,NA,14,NA,NA,NA,NA,0,0,0
"10986",2018,"Dominick Sanders","Georgia","FS",71.25,193,NA,NA,14,NA,NA,NA,NA,0,0,0
"10987",2018,"Van Smith","Clemson","FS",70.875,185,NA,4.61,NA,29.5,NA,NA,NA,0,0,0
"10988",2018,"Jaleel Wadood","UCLA","FS",69.625,163,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10989",2018,"Nick Washington","Florida","FS",71.875,202,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10990",2018,"Armani Watts","Texas A&M","FS",70.5,205,NA,NA,13,35,120,4.37,7.25,0,0,0
"10991",2018,"Jordan Whitehead","Pittsburgh","FS",70.375,195,NA,NA,21,NA,NA,NA,NA,0,0,0
"10992",2017,"Budda Baker","Washington","FS",69.625,195,14,4.45,15,32.5,115,4.08,6.76,0,0,0
"10993",2017,"Adrian Colbert","Miami (FL)","FS",72.5,200,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10994",2017,"Demetrious Cox","Michigan State","FS",71.875,200,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10995",2017,"Justin Ferguson","Western Michigan","FS",72.75,202,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10996",2017,"Johnathan Ford","Auburn","FS",71.125,205,NA,NA,20,NA,NA,NA,NA,0,0,0
"10997",2017,"Rudy Ford","Auburn","FS",71.13,205,NA,NA,20,NA,NA,4.21,NA,0,0,0
"10998",2017,"Randall Goforth","UCLA","FS",69.75,186,NA,NA,NA,NA,NA,NA,NA,0,0,0
"10999",2017,"Josh Harvey-Clemons","Louisville","FS",76.125,217,NA,NA,12,31.5,121,NA,NA,0,0,0
"11000",2017,"Malik Hooker","Ohio State","FS",73.375,206,17,NA,NA,NA,NA,NA,NA,0,0,0
"11001",2017,"Rickey Jefferson","Louisiana State","FS",70.75,208,NA,NA,NA,NA,NA,NA,NA,0,0,0
"11002",2017,"Rayshawn Jenkins","Miami (FL)","FS",73.25,214,NA,4.51,19,37,127,NA,NA,0,0,0
"11003",2017,"Jadar Johnson","Clemson","FS",72.5,206,NA,4.6,19,33,119,4.2,6.9,0,0,0
"11004",2017,"John Johnson","Boston College","FS",72.625,208,NA,4.61,14,37,119,4.18,6.72,0,0,0
"11005",2017,"David Jones","Richmond (VA)","FS",73.125,205,NA,NA,NA,NA,NA,NA,NA,0,0,0
"11006",2017,"Josh Jones","North Carolina State","FS",73.25,220,17,4.41,20,37.5,132,4.27,NA,0,0,0
"11007",2017,"William Likely","Maryland","FS",67.125,180,NA,NA,15,NA,NA,NA,NA,0,0,0
"11008",2017,"Marcus Maye","Florida","FS",71.625,210,NA,NA,NA,NA,NA,4.12,NA,0,0,0
"11009",2017,"Leon McQuay","Southern California","FS",73.125,197,NA,NA,NA,NA,NA,NA,NA,0,0,0
"11010",2017,"Obi Melifonwu","Connecticut","FS",76,224,NA,4.4,17,44,141,NA,NA,0,0,0
"11011",2017,"Kai Nacua","Brigham Young","FS",72.75,205,NA,NA,NA,NA,NA,NA,NA,0,0,0
"11012",2017,"Deondre Singleton","Duke","FS",70.5,196,NA,NA,NA,NA,NA,NA,NA,0,0,0
"11013",2017,"Terrence Singleton","Prairie View A&M","FS",70.375,201,NA,NA,NA,NA,NA,NA,NA,0,0,0
"11014",2017,"Tedric Thompson","Colorado","FS",71.75,204,NA,4.6,17,32.5,117,4.36,7.11,0,0,0
"11015",2017,"Terrish Webb","Pittsburgh","FS",70.875,190,NA,NA,NA,NA,NA,NA,NA,0,0,0
"11016",2017,"Marcus Williams","Utah","FS",72.75,202,NA,4.56,14,43.5,128,4.2,6.85,0,0,0
"11017",2016,"Lamarcus Brutus","Florida State","FS",71.625,206,NA,4.76,14,33,114,4.33,7.08,0,0,0
"11018",2016,"Deon Bush","Miami (FL)","FS",72.375,199,NA,4.64,17,36,123,NA,NA,0,0,0
"11019",2016,"Trenton Coles","Duquesne","FS",74.125,192,NA,NA,NA,NA,NA,NA,NA,0,0,0
"11020",2016,"Sean Davis","Maryland","FS",73,201,NA,4.46,21,37.5,126,3.97,6.64,0,0,0
"11021",2016,"Trae Elston","Mississippi","FS",71.25,193,NA,NA,NA,NA,NA,NA,NA,0,0,0
"11022",2016,"Kavon Frazier","Central Michigan","FS",71.875,217,NA,NA,18,NA,NA,NA,NA,0,0,0
"11023",2016,"T.J. Green","Clemson","FS",74.5,209,NA,4.34,13,35.5,129,NA,NA,0,0,0
"11024",2016,"DeAndre Houston-Carson","William & Mary (VA)","FS",72.75,201,NA,4.54,13,32.5,115,4.28,7.15,0,0,0
"11025",2016,"Jordan Lomax","Iowa","FS",69.875,202,NA,4.75,8,36,120,4.15,7.18,0,0,0
"11026",2016,"Doug Middleton","Appalachian State (NC)","FS",71.75,209,NA,NA,NA,NA,NA,NA,NA,0,0,0
"11027",2016,"Jalen Mills","Louisiana State","FS",72,191,NA,4.61,16,37,123,4,6.86,0,0,0
"11028",2016,"Keanu Neal","Florida","FS",72.5,211,NA,4.62,17,38,132,4.38,7.09,0,0,0
"11029",2016,"Tyvis Powell","Ohio State","FS",74.75,211,NA,4.46,15,34.5,120,4.25,7.03,0,0,0
"11030",2016,"Jalen Ramsey","Florida State","FS",73.25,209,NA,4.41,14,41.5,135,4.18,6.94,0,0,0
"11031",2016,"Justin Simmons","Boston College","FS",74.375,202,NA,4.61,16,40,126,3.85,6.58,0,0,0
"11032",2016,"A.J. Stamps","Kentucky","FS",70.875,193,NA,4.79,15,33,115,4.25,7.17,0,0,0
"11033",2016,"Darian Thompson","Boise State","FS",73.875,208,NA,4.69,12,32.5,118,4.33,7.26,0,0,0
