"","Draft Year","Team","Draft Round","Pick Number","PlayerID","Games","Avg Value","AV16","Name","Position","College","Height","Weight","Wonderlic","40 YD","Bench","Vert","Broad","Shuttle","3Cone","Pro Bowls","All Pros"
"3398",2005,"GB",5,167,"HawkMi21",18,1,0.888888888888889,"Michael Hawkins","DB","Oklahoma",73.25,178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3399",2005,"OAK",6,175,"HawtAn20",18,1,0.888888888888889,"Anttaj Hawthorne","DL","Wisconsin",75.375,321,NA,5.25,21,27,98,4.69,8,NA,NA
"3400",2007,"SEA",6,197,"TaylCo00",18,1,0.888888888888889,"Courtney Taylor","WR","Auburn",73.75,204,NA,4.52,NA,36,122,4.28,7.22,NA,NA
"3401",2009,"DAL",5,172,"BuehDa44",36,2,0.888888888888889,"David Buehler","K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3402",2010,"WAS",7,219,"AustTe00",18,1,0.888888888888889,"Terrence Austin","WR","UCLA",69.625,165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3403",2012,"PIT",5,159,"RainCh00",18,1,0.888888888888889,"Chris Rainey","RB","Florida",68.375,180,NA,4.36,16,36.5,120,3.93,6.5,NA,NA
"3404",2012,"SEA",7,232,"ScruGr00",18,1,0.888888888888889,"Greg Scruggs","DL","Louisville",75.375,284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3405",2013,"STL",5,149,"McGeBr00",18,1,0.888888888888889,"Brandon McGee","DB","Miami (FL)",71,193,NA,4.4,14,33.5,119,4.18,6.71,NA,NA
"3406",2015,"NYG",3,74,"OdigOw00",18,1,0.888888888888889,"Owamagbe Odighizuwa","DL","UCLA",75.5,267,NA,4.62,25,39,127,4.19,7.36,NA,NA
"3407",2003,"SF",5,161,"WalkAa00",55,3,0.872727272727273,"Aaron Walker","TE","Florida",77.6,252,NA,4.75,24,33.5,115,4.27,7.55,NA,NA
"3408",2010,"ATL",6,171,"SchiSh99",37,2,0.864864864864865,"Shann Schillinger","DB","Montana",71.625,202,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3409",2016,"MIA",3,86,"CarrLe00",37,2,0.864864864864865,"Leonte Carroo","WR","Rutgers",71.875,211,NA,4.5,14,35.5,120,NA,NA,NA,NA
"3410",2003,"NYJ",5,140,"PageDe20",19,1,0.842105263157895,"Derek Pagel","DB","Iowa",73,208,NA,4.53,25,35.5,115,4.03,6.85,NA,NA
"3411",2004,"CLE",7,208,"EcheAd00",19,1,0.842105263157895,"Adimchinobe Echemandu","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3412",2008,"ATL",5,138,"JameRo99",19,1,0.842105263157895,"Robert James","LB","Arizona State",70.5,219,NA,NA,22,NA,NA,NA,NA,NA,NA
"3413",2009,"NE",3,97,"McKeTy99",19,1,0.842105263157895,"Tyrone McKenzie","LB","South Florida",73.625,243,NA,4.76,27,NA,112,NA,NA,NA,NA
"3414",2011,"HOU",4,127,"CarmRo00",19,1,0.842105263157895,"Roc Carmichael","DB","Clemson",70,192,NA,4.76,13,31,116,4.06,6.69,NA,NA
"3415",2011,"TB",6,187,"BradAl00",19,1,0.842105263157895,"Allen Bradford","RB","Southern California",70.875,242,NA,4.53,28,29,113,4.39,6.97,NA,NA
"3416",2013,"BUF",5,143,"MeekJo01",38,2,0.842105263157895,"Jonathan Meeks","DB","Clemson",72.375,209,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3417",2013,"SEA",7,231,"PoweTy00",19,1,0.842105263157895,"Ty Powell","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3418",2018,"CAR",7,234,"SmitAn04",19,1,0.842105263157895,"Andre Smith","LB","North Carolina",71.625,237,NA,4.63,19,NA,NA,NA,NA,NA,NA
"3419",2002,"SEA",3,85,"RichKr20",39,2,0.82051282051282,"Kris Richard","DB","Southern California",71,186,NA,4.46,10,39.5,117,4.15,NA,NA,NA
"3420",2010,"CLE",5,160,"AsanLa99",39,2,0.82051282051282,"Larry Asante","DB","Nebraska",72,212,NA,4.62,14,37.5,118,4.17,7,NA,NA
"3421",2012,"DAL",6,186,"HannJa00",78,4,0.82051282051282,"James Hanna","TE","Oklahoma",75.75,252,NA,4.43,24,36,122,4.11,6.76,NA,NA
"3422",2002,"NYG",6,188,"MallWe20",59,3,0.813559322033898,"Wesly Mallard","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3423",2000,"NO",7,228,"HousKe01",159,8,0.805031446540881,"Kevin Houser","OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3424",2000,"SF",5,150,"MileJo20",20,1,0.8,"John Milem","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3425",2002,"KC",2,43,"FreeEd20",20,1,0.8,"Eddie Freeman","DL","Alabama-Birmingham",77.1,310,NA,4.93,32,34.5,109,4.81,7.85,NA,NA
"3426",2004,"TEN",7,241,"McHuSe00",40,2,0.8,"Sean McHugh","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3427",2006,"MIN",5,149,"BlueGr20",20,1,0.8,"Greg Blue","DB","Georgia",74.25,216,NA,4.65,16,37.5,120,NA,NA,NA,NA
"3428",2007,"ATL",6,194,"IronDa99",20,1,0.8,"David Irons","DB","Auburn",70.25,190,NA,4.5,11,29.5,111,4.3,7.18,NA,NA
"3429",2008,"PIT",2,53,"SweeLi00",20,1,0.8,"Limas Sweed","WR","Texas",75.875,215,NA,4.56,35,35,NA,NA,NA,NA,NA
"3430",2011,"NYG",7,221,"ScotDa01",20,1,0.8,"Da'Rel Scott","RB","Maryland",71,211,NA,4.4,19,34,117,4.2,7.15,NA,NA
"3431",2014,"ATL",3,68,"SoutDe00",20,1,0.8,"Dezmen Southward","DB","Wisconsin",72.25,211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3432",2015,"GB",6,210,"RingCh00",20,1,0.8,"Christian Ringo","DL","Louisiana-Lafayette",72.75,293,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3433",2018,"NYJ",6,179,"NickPa00",20,1,0.8,"Parry Nickerson","DB","Tulane (LA)",70.375,180,NA,4.32,15,NA,NA,NA,NA,NA,NA
"3434",2018,"MIA",6,209,"ArmsCo00",20,1,0.8,"Cornell Armstrong","DB","Southern Mississippi",71.125,193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3435",2018,"MIN",7,225,"DownDe00",20,1,0.8,"Devante Downs","LB","California",74.375,252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3436",2013,"ARI",5,140,"TaylSt00",61,3,0.786885245901639,"Stepfan Taylor","RB","Stanford",69.125,214,NA,4.76,17,30,110,4.5,7.13,NA,NA
"3437",2004,"PHI",5,162,"TapeTh00",41,2,0.780487804878049,"Thomas Tapeh","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3438",2001,"TEN",5,159,"BerlEd00",62,3,0.774193548387097,"Eddie Berlin","WR","Northern Iowa",71.4,191,NA,4.44,NA,39.5,122,4.06,6.78,NA,NA
"3439",2008,"MIA",6,204,"HillLe00",62,3,0.774193548387097,"Lex Hilliard","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3440",2003,"NYJ",3,85,"AskeB.00",83,4,0.771084337349398,"B.J. Askew","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3441",2001,"CLE",7,245,"KingAn00",42,2,0.761904761904762,"Andre King","WR","Miami (FL)",71.9,199,NA,4.61,NA,35.5,NA,NA,NA,NA,NA
"3442",2006,"ARI",7,218,"WatkTo20",21,1,0.761904761904762,"Todd Watkins","WR","Brigham Young",74.375,202,NA,4.43,15,36,118,4.24,7.13,NA,NA
"3443",2009,"DET",7,255,"GronDa00",21,1,0.761904761904762,"Dan Gronkowski","TE","Maryland",77.5,255,NA,4.79,26,33,122,4.26,6.92,NA,NA
"3444",2011,"BAL",7,225,"AlleAn01",21,1,0.761904761904762,"Anthony Allen","RB","Georgia Tech",72.75,228,NA,4.56,24,41.5,120,4.06,6.79,NA,NA
"3445",2014,"GB",5,176,"AbbrJa00",21,1,0.761904761904762,"Jared Abbrederis","WR","Wisconsin",73,195,32,4.5,4,30.5,116,4.08,6.8,NA,NA
"3446",2018,"KC",4,124,"WattAr00",21,1,0.761904761904762,"Armani Watts","DB","Texas A&M",70.5,205,NA,NA,13,35,120,4.37,7.25,NA,NA
"3447",2001,"CAR",6,175,"BrowDe02",43,2,0.744186046511628,"Dee Brown","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3448",2002,"MIA",5,161,"LoweOm20",43,2,0.744186046511628,"Omare Lowe","DB","Washington",72.9,196,NA,4.54,12,35.5,115,3.97,6.65,NA,NA
"3449",2017,"WAS",5,154,"SpriJe00",43,2,0.744186046511628,"Jeremy Sprinkle","TE","Arkansas",76.75,252,NA,4.69,NA,29,116,4.33,NA,NA,NA
"3450",2015,"SF",4,117,"BellBl00",65,3,0.738461538461539,"Blake Bell","TE","Oklahoma",78.25,252,NA,4.8,14,33,116,4.32,6.85,NA,NA
"3451",2008,"TEN",3,85,"StevCr00",109,5,0.73394495412844,"Craig Stevens","TE","California",75.25,254,NA,4.67,27,27.5,114,4.31,7.07,NA,NA
"3452",2002,"BAL",4,123,"JohnRo03",22,1,0.727272727272727,"Ron Johnson","WR","Minnesota",74.5,225,NA,4.7,NA,34.5,116,4.02,7.12,NA,NA
"3453",2002,"CAR",6,174,"HeinKe00",22,1,0.727272727272727,"Keith Heinrich","TE","Sam Houston State (TX)",77.5,255,NA,4.75,21,35,119,4.1,6.87,NA,NA
"3454",2014,"HOU",6,177,"PagaJe00",22,1,0.727272727272727,"Jeoffrey Pagan","DL","Alabama",75.5,310,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3455",2017,"CIN",4,128,"MaloJo00",22,1,0.727272727272727,"Josh Malone","WR","Tennessee",74.625,208,NA,4.4,10,30.5,121,4.19,7.05,NA,NA
"3456",2005,"KC",5,138,"GrigBo20",45,2,0.711111111111111,"Boomer Grigsby","LB","Illinois State",71.75,249,NA,4.6,32,35.5,112,NA,7.1,NA,NA
"3457",2006,"NE",6,206,"SmitLe20",45,2,0.711111111111111,"Le Kevin Smith","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3458",2003,"MIA",6,181,"JenkCo20",23,1,0.695652173913043,"Corey Jenkins","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3459",2007,"CAR",7,226,"WilsC.99",23,1,0.695652173913043,"C.J. Wilson","DB","Baylor",73.3,195,NA,4.63,NA,37.5,127,4.2,6.81,NA,NA
"3460",2007,"JAX",7,251,"NkanCh99",23,1,0.695652173913043,"Chad Nkang","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3461",2009,"BAL",6,185,"PeerCe00",92,4,0.695652173913043,"Cedric Peerman","RB","Virginia",69.5,216,NA,4.34,27,40,117,4.29,6.99,NA,NA
"3462",2010,"PIT",5,164,"ButlCr99",46,2,0.695652173913043,"Crezdon Butler","DB","Clemson",71.75,191,NA,4.43,17,39.5,121,4.23,7.08,NA,NA
"3463",2011,"MIN",5,139,"BurtBr00",23,1,0.695652173913043,"Brandon Burton","DB","Utah",71.625,190,NA,4.5,18,32,118,4.07,6.93,NA,NA
"3464",2011,"NYG",6,198,"SashTy00",23,1,0.695652173913043,"Tyler Sash","DB","Iowa",72,211,NA,4.62,11,33,108,4.27,6.9,NA,NA
"3465",2017,"DET",4,127,"RobeMi01",23,1,0.695652173913043,"Michael Roberts","TE","Toledo",76.375,270,NA,4.86,NA,30,110,4.51,7.05,NA,NA
"3466",2010,"ARI",7,233,"DrayJi00",94,4,0.680851063829787,"Jim Dray","TE","Stanford",76.75,246,NA,4.82,17,NA,NA,NA,NA,NA,NA
"3467",2003,"CIN",4,118,"JohnJe00",96,4,0.666666666666667,"Jeremi Johnson","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3468",2009,"MIA",3,87,"TurnPa00",24,1,0.666666666666667,"Patrick Turner","WR","Southern California",77.125,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3469",2009,"CAR",3,93,"IrviCo99",24,1,0.666666666666667,"Corvey Irvin","DL","Georgia",75,301,NA,4.96,24,24.5,97,4.73,7.44,NA,NA
"3470",2009,"NYG",3,100,"BeckTr00",48,2,0.666666666666667,"Travis Beckum","TE","Wisconsin",75,239,NA,4.62,28,NA,NA,NA,NA,NA,NA
"3471",2009,"NE",6,207,"PryoMy99",24,1,0.666666666666667,"Myron Pryor","DL","Kentucky",72.25,319,NA,5.03,NA,30,107,4.75,8.16,NA,NA
"3472",2010,"HOU",7,227,"DickDo00",24,1,0.666666666666667,"Dorin Dickerson","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3473",2012,"OAK",6,189,"BiluCh00",24,1,0.666666666666667,"Christo Bilukidi","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3474",2012,"CIN",4,116,"CharOr00",49,2,0.653061224489796,"Orson Charles","TE","Georgia",74.5,251,NA,4.83,35,NA,NA,NA,NA,NA,NA
"3475",2001,"CHI",4,103,"RileKa20",25,1,0.64,"Karon Riley","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3476",2007,"CHI",3,93,"WolfGa00",50,2,0.64,"Garrett Wolfe","RB","Northern Illinois",67.5,186,NA,4.4,22,35.5,116,4.08,6.69,NA,NA
"3477",2008,"CHI",5,158,"DaviKe01",125,5,0.64,"Kellen Davis","TE","Michigan State",78.5,262,NA,4.59,22,28,118,4.38,7.25,NA,NA
"3478",2013,"TEN",5,142,"EdwaLa00",25,1,0.64,"Lavar Edwards","DL","Louisiana State",76,277,NA,4.8,NA,33,119,4.51,7.03,NA,NA
"3479",2016,"DEN",6,176,"JanoAn00",50,2,0.64,"Andy Janovich","RB","Nebraska",73,238,NA,4.81,30,34,119,4.32,7.28,NA,NA
"3480",2018,"CAR",3,85,"GaulRa00",25,1,0.64,"Rashaan Gaulden","DB","Tennessee",72.75,193,NA,4.61,8,30,119,4.33,7.16,NA,NA
"3481",2014,"GB",7,236,"JaniJe00",51,2,0.627450980392157,"Jeff Janis","WR","Saginaw Valley State (MI)",74.875,219,NA,4.42,20,37.5,123,3.98,6.64,NA,NA
"3482",2000,"TB",5,157,"WhalJa00",26,1,0.615384615384615,"James Whalen","TE","Kentucky",74.5,228,NA,4.79,NA,31,110,4.22,7.42,NA,NA
"3483",2001,"NE",4,119,"HollJa01",26,1,0.615384615384615,"Jabari Holloway","TE","Notre Dame",74.4,253,NA,4.94,20,38.5,113,4.4,7.14,NA,NA
"3484",2007,"DET",7,255,"RobiRa99",26,1,0.615384615384615,"Ramzee Robinson","DB","Alabama",69.125,188,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3485",2011,"PHI",3,90,"MarsCu01",26,1,0.615384615384615,"Curtis Marsh","DB","Utah State",72.5,197,NA,4.42,12,37.5,123,4.07,6.87,NA,NA
"3486",2000,"SF",5,132,"SmitPa00",79,3,0.607594936708861,"Paul Smith","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3487",2002,"SEA",5,169,"HannRy00",54,2,0.592592592592593,"Ryan Hannam","TE","Northern Iowa",74.5,251,NA,4.7,18,30.5,110,4.21,7.07,NA,NA
"3488",2008,"GB",7,217,"SwaiBr00",27,1,0.592592592592593,"Brett Swain","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3489",2009,"PIT",5,169,"SummFr00",27,1,0.592592592592593,"Frank Summers","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3490",2018,"DAL",4,137,"SchuDa00",27,1,0.592592592592593,"Dalton Schultz","TE","Stanford",77.375,244,NA,4.75,15,32,120,4.4,7,NA,NA
"3491",2001,"TB",6,174,"CookJa00",109,4,0.587155963302752,"Jameel Cook","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3492",2000,"CHI",3,87,"LymaDu00",55,2,0.581818181818182,"Dustin Lyman","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3493",2002,"CLE",4,122,"SandDa00",28,1,0.571428571428571,"Darnell Sanders","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3494",2003,"WAS",2,44,"JacoTa00",56,2,0.571428571428571,"Taylor Jacobs","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3495",2010,"TB",3,67,"LewiMy99",28,1,0.571428571428571,"Myron Lewis","DB","Vanderbilt",73.625,203,NA,4.42,10,37,126,NA,NA,NA,NA
"3496",2013,"MIA",7,250,"JoneDo02",56,2,0.571428571428571,"Don Jones","DB","Arkansas State",71.125,191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3497",2018,"TB",5,144,"WatsJu01",28,1,0.571428571428571,"Justin Watson","WR","Pennsylvania",74.375,215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3498",2009,"SF",6,184,"PascBe00",85,3,0.564705882352941,"Bear Pascoe","TE","Frenso State (CA)",77.125,251,NA,4.96,NA,26.5,107,4.55,7.65,NA,NA
"3499",2011,"TB",4,104,"StocLu00",114,4,0.56140350877193,"Luke Stocker","TE","Tennessee",76.75,258,NA,4.68,27,33,115,4.4,7.03,NA,NA
"3500",2001,"PHI",5,147,"StewTo00",115,4,0.556521739130435,"Tony Stewart","TE","Penn State",77.5,256,NA,4.97,NA,35.5,109,4.4,7.3,NA,NA
"3501",2001,"OAK",7,229,"RambKe00",29,1,0.551724137931034,"Ken-Yon Rambo","WR","Ohio State",72.6,196,NA,4.34,NA,39,NA,NA,NA,NA,NA
"3502",2000,"STL",2,62,"ShepJa20",30,1,0.533333333333333,"Jacoby Shepherd","DB","Oklahoma State",73.5,195,NA,4.55,5,35,120,NA,NA,NA,NA
"3503",2012,"STL",2,50,"PeadIs00",30,1,0.533333333333333,"Isaiah Pead","RB","Cincinnati",70.125,197,NA,4.39,NA,33,116,4.32,6.95,NA,NA
"3504",2011,"OAK",4,125,"JoneTa00",91,3,0.527472527472527,"Taiwan Jones","RB","Eastern Washington",71.625,194,NA,4.53,13,32,115,4.33,7.25,NA,NA
"3505",2011,"NE",5,159,"SmitLe00",123,4,0.520325203252033,"Lee Smith","TE","Marshall (WV)",77.75,266,NA,4.94,25,29,108,4.28,7.16,NA,NA
"3506",2016,"NYJ",7,241,"PeakCh00",31,1,0.516129032258065,"Charone Peake","WR","Clemson",74.375,209,NA,4.45,12,35.5,122,4.46,6.96,NA,NA
"3507",2012,"PIT",7,240,"PaulDa01",32,1,0.5,"David Paulson","TE","Oregon",75.25,246,NA,4.79,21,32,110,4.4,7.18,NA,NA
"3508",2013,"DAL",2,47,"EscoGa00",64,2,0.5,"Gavin Escobar","TE","San Diego State",77.875,254,28,4.84,NA,32,114,4.31,7.07,NA,NA
"3509",2013,"BUF",7,222,"GragCh00",32,1,0.5,"Chris Gragg","TE","Arkansas",74.75,244,NA,4.5,18,37.5,125,4.51,7.08,NA,NA
"3510",2004,"KC",2,61,"WilsKr00",97,3,0.494845360824742,"Kris Wilson","TE","Pittsburgh",74,248,NA,4.62,24,35,119,4.13,6.89,NA,NA
"3511",2009,"PIT",7,241,"JohnDa05",98,3,0.489795918367347,"David Johnson","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3512",2004,"BUF",4,109,"EuhuTi00",34,1,0.470588235294118,"Tim Euhus","TE","Oregon State",77,260,NA,4.89,25,34.5,115,4.13,6.99,NA,NA
"3513",2011,"OAK",7,241,"AusbDa00",34,1,0.470588235294118,"David Ausberry","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3514",2004,"NYJ",7,234,"JohnTr21",35,1,0.457142857142857,"Trevor Johnson","DL","Nebraska",76.6,260,NA,4.81,23,35.5,110,4.08,7.06,NA,NA
"3515",2011,"GB",5,141,"WillD.00",35,1,0.457142857142857,"D.J. Williams","TE","Arkansas",74.125,245,NA,4.59,20,33.5,111,4.51,7.29,NA,NA
"3516",2012,"KC",6,182,"GrayCy00",35,1,0.457142857142857,"Cyrus Gray","RB","Texas A&M",70.375,206,NA,4.4,21,32.5,114,NA,7.17,NA,NA
"3517",2014,"DAL",5,146,"StreDe00",35,1,0.457142857142857,"Devin Street","WR","Pittsburgh",74.875,198,NA,4.55,NA,37,123,4.01,6.89,NA,NA
"3518",2006,"CLE",6,180,"VickLa00",106,3,0.452830188679245,"Lawrence Vickers","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519",2016,"MIN",6,188,"MorgDa01",38,1,0.421052631578947,"David Morgan","TE","Texas-San Antonio",76.125,262,NA,5.02,29,30,115,4.19,6.93,NA,NA
"3520",2007,"DAL",6,195,"AndeDe01",39,1,0.41025641025641,"Deon Anderson","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3521",2004,"MIN",7,220,"DugaJe00",79,2,0.40506329113924,"Jeff Dugan","TE","Maryland",77,263,NA,5,21,28,109,4.4,7.43,NA,NA
"3522",2016,"LAR",6,206,"ThomMi04",40,1,0.4,"Mike Thomas","WR","Southern Mississippi",73.25,193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3524",2014,"ARI",2,52,"NiklTr00",41,1,0.390243902439024,"Troy Niklas","TE","Notre Dame",78.5,270,NA,4.84,27,32,113,4.55,7.57,NA,NA
"3525",2005,"STL",7,251,"HedgMa00",84,2,0.380952380952381,"Madison Hedgecock","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3526",2003,"CAR",3,76,"SeidMi00",43,1,0.372093023255814,"Mike Seidman","TE","UCLA",76.5,261,NA,4.8,20,NA,NA,NA,NA,NA,NA
"3527",2016,"TB",6,197,"VitaDa00",44,1,0.363636363636364,"Dan Vitale","RB","Northwestern",72.875,239,NA,4.6,30,38.5,123,4.12,7.12,NA,NA
"3528",2015,"JAX",7,229,"KoyaBe00",48,1,0.333333333333333,"Ben Koyack","TE","Notre Dame",76.875,255,NA,4.77,NA,NA,NA,NA,NA,NA,NA
"3529",2002,"NO",6,196,"GilmJo00",145,3,0.331034482758621,"John Gilmore","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3530",2004,"NO",5,156,"KarnMi00",101,2,0.316831683168317,"Mike Karney","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3531",2004,"DAL",5,144,"RyanSe00",53,1,0.30188679245283,"Sean Ryan","TE","Boston College",76.5,268,NA,4.97,22,32.5,115,NA,NA,NA,NA
"3532",2005,"SF",7,249,"BajeBi00",120,2,0.266666666666667,"Billy Bajema","TE","Oklahoma State",76.875,261,NA,4.78,16,31.5,111,4.25,7.05,NA,NA
"3533",2009,"DAL",6,208,"PhilJo00",120,2,0.266666666666667,"John Phillips","TE","Virginia",77.375,251,NA,4.78,20,33.5,112,4.27,6.84,NA,NA
"3534",2007,"PIT",3,77,"SpaeMa00",123,2,0.260162601626016,"Matt Spaeth","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3535",2004,"IND",3,68,"HartBe00",131,2,0.244274809160305,"Ben Hartsock","TE","Ohio State",76,263,NA,4.81,23,35,117,3.98,7.1,NA,NA
"3536",2000,"NO",4,96,"SmitTe00",146,2,0.219178082191781,"Terrelle Smith","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3537",2008,"SEA",5,163,"SchmOw00",74,1,0.216216216216216,"Owen Schmitt","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3538",2001,"NO",4,115,"NorrMo00",140,1,0.114285714285714,"Moran Norris","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3539",2000,"PHI",4,99,"ScotGa00",3,0,0,"Gari Scott","WR","Michigan State",72.3,194,NA,4.6,NA,33.5,119,NA,NA,NA,NA
"3540",2000,"MIA",4,117,"DyerDe00",45,0,0,"Deon Dyer","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3541",2000,"NE",5,141,"StacDa00",9,0,0,"Dave Stachelski","TE","Boise State",75.1,250,NA,4.85,24,38,115,4.14,6.84,NA,NA
"3542",2000,"ARI",5,164,"TantJa00",5,0,0,"Jay Tant","TE","Northwestern",75,255,NA,4.75,31,NA,NA,NA,NA,NA,NA
"3543",2000,"SD",6,203,"WheeDa20",5,0,0,"Damen Wheeler","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3544",2000,"IND",7,238,"BrooRo20",5,0,0,"Rodregis Brooks","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3545",2000,"JAX",7,243,"StitSh00",15,0,0,"Shyrone Stith","RB","Virginia Tech",67.4,204,NA,4.65,13,35,111,4.14,7.14,NA,NA
"3546",2001,"MIN",4,130,"WortSh20",4,0,0,"Shawn Worthen","DL","Texas Christian",73,310,NA,5.18,23,30,103,4.61,7.5,NA,NA
"3547",2001,"KC",5,141,"BabeBi00",30,0,0,"Bill Baber","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3548",2001,"NE",5,163,"AkbaHa20",10,0,0,"Hakim Akbar","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3549",2001,"MIN",6,189,"ScotCa20",7,0,0,"Carey Scott","DB","Kentucky State",71.1,208,NA,4.58,NA,30,113,4.18,7.52,NA,NA
"3550",2001,"DAL",7,207,"WeatCo20",3,0,0,"Colston Weatherington","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3551",2001,"ATL",7,226,"FlemRo20",6,0,0,"Ronald Flemons","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3552",2001,"CAR",7,227,"RobeMi00",13,0,0,"Mike Roberg","TE","Idaho",76.4,256,NA,4.75,16,34.5,117,4.4,7.28,NA,NA
"3553",2001,"NE",7,239,"TurnT.21",2,0,0,"T.J. Turner","LB","Michigan State",74.6,273,NA,4.75,NA,NA,NA,NA,NA,NA,NA
"3554",2001,"JAX",7,241,"ChevRa20",13,0,0,"Randy Chevrier","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3555",2002,"KC",4,107,"EasyOm00",53,0,0,"Omar Easy","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3556",2002,"CIN",4,109,"DorsTr20",1,0,0,"Travis Dorsch","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3557",2002,"TEN",4,110,"EchoMi20",9,0,0,"Mike Echols","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3558",2002,"JAX",4,118,"LuzaCh00",23,0,0,"Chris Luzar","TE","Virginia",79.1,270,NA,4.77,22,32.5,113,4.17,6.84,NA,NA
"3559",2002,"DAL",4,129,"MartJa01",25,0,0,"Jamar Martin","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3560",2002,"DET",5,138,"OwenJo00",76,0,0,"John Owens","TE","Notre Dame",75,265,NA,4.77,21,38.5,115,NA,NA,NA,NA
"3561",2002,"OAK",6,189,"NashKe21",2,0,0,"Keyon Nash","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
