"","Name","Position","College","Draft.Year","Team","Draft.Round","Pick.Number","PlayerID","Games","Avg.Value","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","Pro.Bowls","All.Pros"
"614","L.J. Collier","DL","Texas Christian",2019,"SEA",1,29,"CollLJ00",11,1,1.45454545454545,74.25,283,NA,4.91,25,30,118,4.78,7.71,NA,NA
"615","Matt Walters","DL","Miami (FL)",2003,"NYJ",5,150,"WaltMa20",11,1,1.45454545454545,76.5,272,NA,4.9,30,NA,NA,NA,NA,NA,NA
"616","Pat O'Connor","DL",NA,2017,"DET",7,250,"OConPa00",11,1,1.45454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Renell Wren","DL","Arizona State",2019,"CIN",4,125,"WrenRe00",11,1,1.45454545454545,77.125,317,NA,5.01,30,32,118,4.53,7.65,NA,NA
"618","Dave Tollefson","DL",NA,2006,"GB",7,253,"TollDa99",78,7,1.43589743589744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Jason Jefferson","DL","Wisconsin",2005,"NO",6,193,"JeffJa21",34,3,1.41176470588235,73.625,310,NA,5.1,NA,28.5,102,4.48,7.8,NA,NA
"620","Byron Frisch","DL","Brigham Young",2000,"TEN",3,93,"FrisBy20",23,2,1.39130434782609,76.4,281,NA,4.77,31,34.5,114,4.41,7.2,NA,NA
"621","Darrell Shropshire","DL","South Carolina",2005,"ATL",7,241,"ShroDa20",23,2,1.39130434782609,74.25,301,NA,4.9,25,34,114,4.31,7.54,NA,NA
"622","Cliff Matthews","DL","South Carolina",2011,"ATL",7,230,"MattCl01",35,3,1.37142857142857,75.5,257,NA,4.81,17,32,112,4.37,7.21,NA,NA
"623","Chris Neild","DL","West Virginia",2011,"WAS",7,253,"NeilCh00",24,2,1.33333333333333,73.75,319,NA,5.06,30,29,106,4.46,7.56,NA,NA
"624","David Nugent","DL",NA,2000,"NE",6,201,"NugeDa21",24,2,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Duke Ejiofor","DL","Wake Forest",2018,"HOU",6,177,"EjioDu00",12,1,1.33333333333333,75.375,264,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Julian Jenkins","DL","Stanford",2006,"TB",5,156,"JenkJu20",12,1,1.33333333333333,75.625,277,NA,5.09,25,34.5,110,4.23,7.11,NA,NA
"627","Kheeston Randall","DL","Texas",2012,"MIA",7,215,"RandKh00",12,1,1.33333333333333,76.625,293,NA,5,28,34,111,4.84,7.49,NA,NA
"628","Leterrius Walton","DL","Central Michigan",2015,"PIT",6,199,"WaltLe00",36,3,1.33333333333333,76.875,319,NA,5.25,25,27,103,4.78,7.91,NA,NA
"629","Scott Solomon","DL","Rice (TX)",2012,"TEN",7,211,"SoloSc00",24,2,1.33333333333333,75,262,NA,4.88,34,35,124,4.25,7.17,NA,NA
"630","Tyrone Robertson","DL",NA,2001,"BUF",7,238,"RobeTy20",12,1,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Jerome McDougle","DL","Miami (FL)",2003,"PHI",1,15,"McDoJe20",37,3,1.2972972972973,74,264,NA,4.74,NA,34,117,4.54,7.28,NA,NA
"632","Alex Magee","DL","Purdue",2009,"KC",3,67,"MageAl99",25,2,1.28,74.625,298,NA,5.03,30,29.5,103,4.55,7.52,NA,NA
"633","Montori Hughes","DL","Tennessee-Martin",2013,"IND",5,139,"HughMo00",25,2,1.28,76,329,NA,5.23,22,26.5,104,4.7,7.85,NA,NA
"634","Steve Warren","DL","Nebraska",2000,"GB",3,74,"WarrSt20",25,2,1.28,72.6,307,NA,5.14,29,30.5,105,4.56,7.97,NA,NA
"635","Geneo Grissom","DL",NA,2015,"NE",3,97,"GrisGe00",38,3,1.26315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Corey Lemonier","DL","Auburn",2013,"SF",3,88,"LemoCo00",51,4,1.25490196078431,75.375,255,NA,4.6,27,33,119,4.4,7.14,NA,NA
"637","Cedric Scott","DL","Southern Mississippi",2001,"NYG",4,114,"ScotCe20",13,1,1.23076923076923,78.1,281,NA,4.82,23,35.5,107,4.37,7.67,NA,NA
"638","Claude Wroten","DL","Louisiana State",2006,"STL",3,68,"WrotCl20",26,2,1.23076923076923,74,302,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Daeshon Hall","DL","Texas A&M",2017,"CAR",3,77,"HallDa01",13,1,1.23076923076923,77.375,266,NA,4.76,18,36,123,4.63,7.03,NA,NA
"640","Marvin Austin","DL","North Carolina",2011,"NYG",2,52,"AustMa00",26,2,1.23076923076923,73.625,309,NA,4.84,38,30.5,112,4.4,7.33,NA,NA
"641","Stansly Maponga","DL","Texas Christian",2013,"ATL",5,153,"MapoSt00",26,2,1.23076923076923,73.875,256,NA,4.78,30,NA,NA,NA,NA,NA,NA
"642","Treyvon Hester","DL","Toledo",2017,"OAK",7,244,"HestTr00",41,3,1.17073170731707,74.125,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Charles Omenihu","DL","Texas",2019,"HOU",5,161,"OmenCh00",14,1,1.14285714285714,77.375,280,NA,4.92,NA,36.5,115,4.36,7.48,NA,NA
"644","D'Anthony Smith","DL",NA,2010,"JAX",3,74,"SmitDA99",14,1,1.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Damontre Moore","DL","Texas A&M",2013,"NYG",3,81,"MoorDa01",56,4,1.14285714285714,76.5,250,18,4.95,12,35.5,122,NA,NA,NA,NA
"646","Dorsett Davis","DL","Mississippi State",2002,"DEN",3,96,"DaviDo23",14,1,1.14285714285714,77.3,304,NA,5.03,30,31,109,4.67,7.93,NA,NA
"647","Josh Shaw","DL","Michigan State",2002,"SF",5,172,"ShawJo20",14,1,1.14285714285714,74.6,279,NA,5.08,22,37.5,130,4.12,7.01,NA,NA
"648","Kingsley Keke","DL","Texas A&M",2019,"GB",5,150,"KekeKi00",14,1,1.14285714285714,74.625,288,NA,4.95,NA,31.5,111,4.46,7.55,NA,NA
"649","Larry Hart","DL",NA,2010,"JAX",5,143,"HartLa99",14,1,1.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Stanley McClover","DL","Auburn",2006,"CAR",7,237,"McClSt20",14,1,1.14285714285714,74.375,262,NA,4.72,19,39,114,4.5,7.87,NA,NA
"651","Travian Robertson","DL","South Carolina",2012,"ATL",7,249,"RobeTr00",14,1,1.14285714285714,76.125,302,NA,5.12,30,26,102,NA,NA,NA,NA
"652","David McMillan","DL","Kansas",2005,"CLE",5,139,"McMiDa20",29,2,1.10344827586207,75,262,NA,4.58,16,34,120,4.07,7.11,NA,NA
"653","Jared Clauss","DL",NA,2004,"TEN",7,230,"ClauJa20",29,2,1.10344827586207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Daniel McCullers","DL","Tennessee",2014,"PIT",6,215,"McCuDa00",73,5,1.0958904109589,78.75,352,NA,5.18,27,20.5,104,NA,NA,NA,NA
"655","John McCargo","DL","North Carolina State",2006,"BUF",1,26,"McCaJo22",44,3,1.09090909090909,73.5,302,NA,5.19,25,30.5,110,4.48,7.79,NA,NA
"656","Gabe Wright","DL","Auburn",2015,"DET",4,113,"WrigGa00",15,1,1.06666666666667,74.75,300,NA,5.07,34,26.5,100,4.56,7.73,NA,NA
"657","Jeremy Thompson","DL","Wake Forest",2008,"GB",4,102,"ThomJe99",15,1,1.06666666666667,76.375,264,NA,4.77,25,32,117,4.23,6.97,NA,NA
"658","Obum Gwacham","DL","Oregon State",2015,"SEA",6,209,"GwacOb00",15,1,1.06666666666667,77.375,246,NA,4.72,22,36,121,4.28,7.28,NA,NA
"659","Quanterus Smith","DL","Western Kentucky",2013,"DEN",5,146,"SmitQu00",15,1,1.06666666666667,76.75,250,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Taylor Hart","DL","Oregon",2014,"PHI",5,141,"HartTa00",15,1,1.06666666666667,78.125,281,NA,4.92,21,NA,NA,NA,NA,NA,NA
"661","John Nix","DL",NA,2001,"DAL",7,240,"NixxJo20",31,2,1.03225806451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Kenny Iwebema","DL","Iowa",2008,"ARI",4,116,"IwebKe99",31,2,1.03225806451613,76,274,NA,5.01,26,29,109,4.75,7.62,NA,NA
"663","Dan Klecko","DL","Temple",2003,"NE",4,117,"KlecDa20",63,4,1.01587301587302,71.5,283,NA,4.91,26,33.5,111,4.4,7.51,NA,NA
"664","Adrian Tracy","DL",NA,2010,"NYG",6,184,"TracAd99",16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","John Franklin-Myers","DL","Stephen F. Austin (TX)",2018,"LAR",4,135,"FranJo02",16,1,1,76,283,NA,4.75,26,33,113,4.48,7.36,NA,NA
"666","Justin Lawler","DL","Southern Methodist (TX)",2018,"LAR",7,244,"LawlJu00",16,1,1,76.125,263,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Michael Bennett","DL","Texas A&M",2015,"JAX",6,180,"BennMi01",16,1,1,75.5,274,NA,5,24,31,110,NA,NA,3,NA
"668","Cameron Sheffield","DL",NA,2010,"KC",5,142,"ShefCa99",17,1,0.941176470588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","David King","DL","Oklahoma",2013,"PHI",7,239,"KingDa00",17,1,0.941176470588235,76.25,275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","IK Enemkpali","DL","Louisiana Tech",2014,"NYJ",6,210,"EnemIK00",17,1,0.941176470588235,72.75,261,NA,4.78,28,34,112,4.65,7.67,NA,NA
"671","Jeremiah Ledbetter","DL","Arkansas",2017,"DET",6,205,"LedbJe00",17,1,0.941176470588235,74.875,280,NA,4.84,29,32.5,113,4.47,7.55,NA,NA
"672","Ricky Sapp","DL",NA,2010,"PHI",5,134,"SappRi99",17,1,0.941176470588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Ryan Riddle","DL","California",2005,"OAK",6,212,"RiddRy20",17,1,0.941176470588235,73.75,256,NA,4.82,18,NA,NA,NA,NA,NA,NA
"674","Ikaika Alama-Francis","DL","Hawaii",2007,"DET",2,58,"AlamIk99",35,2,0.914285714285714,77,280,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Jarvis Moss","DL","Florida",2007,"DEN",1,17,"MossJa99",53,3,0.905660377358491,78.5,250,NA,4.78,16,30.5,120,NA,NA,NA,NA
"676","Anttaj Hawthorne","DL","Wisconsin",2005,"OAK",6,175,"HawtAn20",18,1,0.888888888888889,75.375,321,NA,5.25,21,27,98,4.69,8,NA,NA
"677","Greg Scruggs","DL","Louisville",2012,"SEA",7,232,"ScruGr00",18,1,0.888888888888889,75.375,284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Owamagbe Odighizuwa","DL","UCLA",2015,"NYG",3,74,"OdigOw00",18,1,0.888888888888889,75.5,267,NA,4.62,25,39,127,4.19,7.36,NA,NA
"679","Ty Powell","DL",NA,2013,"SEA",7,231,"PoweTy00",19,1,0.842105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Christian Ringo","DL","Louisiana-Lafayette",2015,"GB",6,210,"RingCh00",20,1,0.8,72.75,293,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Eddie Freeman","DL","Alabama-Birmingham",2002,"KC",2,43,"FreeEd20",20,1,0.8,77.1,310,NA,4.93,32,34.5,109,4.81,7.85,NA,NA
"682","John Milem","DL",NA,2000,"SF",5,150,"MileJo20",20,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Jeoffrey Pagan","DL","Alabama",2014,"HOU",6,177,"PagaJe00",22,1,0.727272727272727,75.5,310,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Le Kevin Smith","DL",NA,2006,"NE",6,206,"SmitLe20",45,2,0.711111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Christo Bilukidi","DL",NA,2012,"OAK",6,189,"BiluCh00",24,1,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Corvey Irvin","DL","Georgia",2009,"CAR",3,93,"IrviCo99",24,1,0.666666666666667,75,301,NA,4.96,24,24.5,97,4.73,7.44,NA,NA
"687","Myron Pryor","DL","Kentucky",2009,"NE",6,207,"PryoMy99",24,1,0.666666666666667,72.25,319,NA,5.03,NA,30,107,4.75,8.16,NA,NA
"688","Lavar Edwards","DL","Louisiana State",2013,"TEN",5,142,"EdwaLa00",25,1,0.64,76,277,NA,4.8,NA,33,119,4.51,7.03,NA,NA
"689","Trevor Johnson","DL","Nebraska",2004,"NYJ",7,234,"JohnTr21",35,1,0.457142857142857,76.6,260,NA,4.81,23,35.5,110,4.08,7.06,NA,NA
"690","Atiyyah Ellison","DL","Missouri",2005,"CAR",3,89,"ElliAt00",15,0,0,76.25,305,NA,5.1,25,27.5,99,4.79,8,NA,NA
"691","Brian Johnston","DL","Gardner-Webb (NC)",2008,"KC",7,210,"JohnBr98",9,0,0,77.125,274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Doug Worthington","DL","Ohio State",2010,"PIT",7,242,"WortDo99",8,0,0,77.125,292,NA,5.02,19,NA,NA,NA,NA,NA,NA
"693","Kylie Fitts","DL","Utah",2018,"CHI",6,181,"FittKy00",9,0,0,75.75,263,NA,4.69,31,32.5,117,4.19,6.88,NA,NA
"694","Lionel Dotson","DL","Arizona",2008,"MIA",7,245,"DotsLi99",12,0,0,75.625,296,NA,5.45,NA,25,99,4.75,7.62,NA,NA
"695","Marquise Hill","DL","Louisiana State",2004,"NE",2,63,"HillMa21",13,0,0,78.6,305,NA,4.9,23,29,106,NA,NA,NA,NA
"696","Michael Buchanan","DL","Illinois",2013,"NE",7,226,"BuchMi00",18,0,0,77.375,255,NA,4.78,22,33,113,4.44,6.91,NA,NA
"697","Michael Dogbe","DL","Temple",2019,"ARI",7,249,"DogbMi00",8,0,0,75,284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Randy Chevrier","DL",NA,2001,"JAX",7,241,"ChevRa20",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Slade Norris","DL",NA,2009,"OAK",4,126,"NorrSl99",9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
