"","Name","Position","College","Draft.Year","Team","Draft.Round","Pick.Number","PlayerID","Games","Avg.Value","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","Pro.Bowls","All.Pros"
"284","Antonio Johnson","DL","Mississippi State",2007,"TEN",5,152,"JohnAn03",83,23,4.43373493975904,75,310,NA,5.19,28,29,108,4.49,7.47,NA,NA
"285","Letroy Guion","DL","Florida State",2008,"MIN",5,152,"GuioLe99",112,31,4.42857142857143,75.375,303,NA,5.39,26,NA,NA,NA,NA,NA,NA
"286","Bobby McCray","DL","Florida",2004,"JAX",7,249,"McCrBo20",94,26,4.42553191489362,77.8,255,NA,4.68,27,33.5,NA,NA,NA,NA,NA
"287","Josh Chapman","DL","Alabama",2012,"IND",5,136,"ChapJo00",29,8,4.41379310344828,72.625,316,NA,5.02,NA,NA,NA,NA,NA,NA,NA
"288","Maurice Hurst Jr.","DL",NA,2018,"OAK",5,140,"HursMa00",29,8,4.41379310344828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Shea McClellin","DL",NA,2012,"CHI",1,19,"McClSh00",66,18,4.36363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Akeem Spence","DL","Illinois",2013,"TB",4,100,"SpenAk00",103,28,4.3495145631068,72.625,307,NA,5.15,37,30,107,4.72,7.82,NA,NA
"291","William Gholston","DL","Michigan State",2013,"TB",4,126,"GholWi00",103,28,4.3495145631068,78.25,281,NA,4.96,23,28.5,110,4.59,7.2,NA,NA
"292","Carl Nassib","DL","Penn State",2016,"CLE",3,65,"NassCa00",59,16,4.33898305084746,78.875,277,NA,4.84,21,28.5,114,4.37,7.27,NA,NA
"293","Dewayne White","DL",NA,2003,"TB",2,64,"WhitDe20",96,26,4.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Damione Lewis","DL","Miami (FL)",2001,"STL",1,12,"LewiDa20",141,38,4.31205673758865,74.8,293,NA,4.9,22,NA,NA,NA,NA,NA,NA
"295","Marcus Davenport","DL","Texas-San Antonio",2018,"NO",1,14,"DaveMa00",26,7,4.30769230769231,77.75,264,NA,4.58,22,33.5,124,4.41,7.2,NA,NA
"296","Antonio Garay","DL",NA,2003,"CLE",6,195,"GaraAn20",56,15,4.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Shaun Cody","DL","Southern California",2005,"DET",2,37,"CodySh20",112,30,4.28571428571429,76,293,NA,4.95,34,NA,NA,NA,NA,NA,NA
"298","Corey Wootton","DL","Northwestern",2010,"CHI",4,109,"WootCo99",60,16,4.26666666666667,78,270,NA,4.92,20,NA,NA,NA,NA,NA,NA
"299","D.J. Jones","DL","Mississippi",2017,"SF",6,198,"JoneD.01",30,8,4.26666666666667,72.625,319,NA,5.04,25,28.5,108,4.66,7.73,NA,NA
"300","P.J. Hall","DL","Sam Houston State (TX)",2018,"OAK",2,57,"HallP.00",30,8,4.26666666666667,72.5,308,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Robert Ayers","DL","Tennessee",2009,"DEN",1,18,"AyerRo99",120,32,4.26666666666667,75.125,272,NA,4.77,18,29.5,102,4.51,7.56,NA,NA
"302","Ryan Sims","DL","North Carolina",2002,"KC",1,6,"SimsRy20",105,28,4.26666666666667,76.1,311,NA,5.09,27,NA,NA,NA,NA,NA,NA
"303","Takkarist McKinley","DL","UCLA",2017,"ATL",1,26,"McKiTa00",45,12,4.26666666666667,74.125,250,NA,4.59,24,33,122,4.32,7.48,NA,NA
"304","John Engelberger","DL","Virginia Tech",2000,"SF",2,35,"EngeJo20",139,37,4.2589928057554,76.3,260,NA,4.74,24,34,115,4.28,6.95,NA,NA
"305","Clifton Ryan","DL","Michigan State",2007,"STL",5,154,"RyanCl99",49,13,4.24489795918367,74.75,310,NA,5.11,25,26.5,102,4.69,7.49,NA,NA
"306","DeLawrence Grant","DL",NA,2001,"OAK",3,89,"GranDe20",49,13,4.24489795918367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Jason Hatcher","DL","Grambling State (LA)",2006,"DAL",3,92,"HatcJa20",147,39,4.24489795918367,77.88,284,NA,4.91,28,35.5,113,4.49,7.67,NA,NA
"308","Mike Neal","DL","Purdue",2010,"GB",2,56,"NealMi99",68,18,4.23529411764706,75,294,NA,4.87,31,33,113,4.53,7.53,NA,NA
"309","Victor Adeyanju","DL","Indiana",2006,"STL",4,113,"AdeyVi20",53,14,4.22641509433962,76.25,274,NA,4.88,22,32,112,4.41,7.37,NA,NA
"310","Justin Bannan","DL","Colorado",2002,"BUF",5,139,"BannJu20",163,43,4.22085889570552,74.8,300,NA,5.02,24,29,97,4.24,7.31,NA,NA
"311","Darrion Scott","DL","Ohio State",2004,"MIN",3,88,"ScotDa20",57,15,4.21052631578947,75.1,289,NA,4.84,NA,36.5,118,4.32,NA,NA,NA
"312","Eddie Vanderdoes","DL","UCLA",2017,"OAK",3,88,"VandEd00",19,5,4.21052631578947,75.125,305,20,4.99,28,28.5,111,NA,7.69,NA,NA
"313","William Hayes","DL",NA,2008,"TEN",4,103,"HayeWi99",137,36,4.2043795620438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Earl Mitchell","DL","Arizona",2010,"HOU",3,81,"MitcEa99",130,34,4.18461538461538,73.75,296,NA,4.75,25,28.5,107,4.55,7.68,NA,NA
"315","Deatrich Wise Jr.","DL",NA,2017,"NE",4,131,"WiseDe00",46,12,4.17391304347826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Rob Meier","DL","Washington State",2000,"JAX",7,241,"MeieRo20",138,36,4.17391304347826,77,284,NA,5,27,30.5,113,4.52,7.49,NA,NA
"317","Josh Williams","DL","Michigan",2000,"IND",4,122,"WillJo30",73,19,4.16438356164384,75.5,282,NA,4.93,NA,30.5,111,4.25,7.22,NA,NA
"318","Darius Philon","DL","Arkansas",2015,"SD",6,192,"PhilDa01",54,14,4.14814814814815,73.375,298,NA,5,26,31,107,NA,8,NA,NA
"319","Kyle Moore","DL","Southern California",2009,"TB",4,117,"MoorKy99",31,8,4.12903225806452,77,272,NA,4.81,22,30.5,105,4.47,7.4,NA,NA
"320","Adolphus Washington","DL","Ohio State",2016,"BUF",3,80,"WashAd00",35,9,4.11428571428571,75.375,301,16,5.17,21,27,99,4.79,8.06,NA,NA
"321","Chris Wormley","DL","Michigan",2017,"BAL",3,74,"WormCh00",39,10,4.1025641025641,77.375,298,NA,NA,23,NA,NA,NA,NA,NA,NA
"322","Rocky Bernard","DL","Texas A&M",2002,"SEA",5,146,"BernRo20",160,41,4.1,76,294,NA,4.96,30,33,108,4.41,7.43,NA,NA
"323","Jarvis Jenkins","DL","Clemson",2011,"WAS",2,41,"JenkJa01",98,25,4.08163265306122,76,310,NA,5.03,17,26.5,98,4.83,7.42,NA,NA
"324","Vaughn Martin","DL","Western Ontario (Canada)",2009,"SD",4,113,"MartVa99",51,13,4.07843137254902,75.125,331,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Adrian Clayborn","DL","Iowa",2011,"TB",1,20,"ClayAd00",110,28,4.07272727272727,74.625,281,NA,4.78,NA,33,113,4.13,7.3,NA,NA
"326","Tank Johnson","DL","Washington",2004,"CHI",2,47,"JohnTa20",91,23,4.04395604395604,74.8,304,NA,4.74,31,34,114,4.6,7.56,NA,NA
"327","Travis LaBoy","DL",NA,2004,"TEN",2,42,"LaBoTr20",95,24,4.04210526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Brian Burns","DL",NA,2019,"CAR",1,16,"BurnBr00",16,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Cedric Woodard","DL","Texas",2000,"BAL",6,191,"WoodCe20",60,15,4,74.5,290,NA,5.23,23,30.5,109,NA,NA,NA,NA
"330","Chad Thomas","DL","Miami (FL)",2018,"CLE",3,67,"ThomCh06",20,5,4,77,281,NA,4.92,NA,29,116,NA,NA,NA,NA
"331","Khalen Saunders","DL","Western Illinois",2019,"KC",3,84,"SaunKh00",12,3,4,72.375,324,NA,5.01,27,30.5,101,4.62,7.57,NA,NA
"332","Mario Henderson","DL",NA,2007,"OAK",3,91,"HendMa21",44,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Will Sutton","DL","Arizona State",2014,"CHI",3,82,"SuttWi00",36,9,4,72.5,303,NA,5.36,24,28.5,99,4.82,7.93,NA,NA
"334","Clinton McDonald","DL","Memphis",2009,"CIN",7,249,"McDoCl99",121,30,3.96694214876033,73.75,283,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Sammie Lee Hill","DL",NA,2009,"DET",4,115,"HillSa99",97,24,3.95876288659794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Pat Sims","DL","Auburn",2008,"CIN",3,77,"SimsPa99",130,32,3.93846153846154,74.125,310,NA,5.11,20,27,NA,NA,NA,NA,NA
"337","Terrence Cody","DL","Alabama",2010,"BAL",2,57,"CodyTe99",57,14,3.92982456140351,75.625,349,NA,5.71,NA,20.5,90,5.03,8.19,NA,NA
"338","Shane Ray","DL","Missouri",2015,"DEN",1,23,"RayxSh00",49,12,3.91836734693878,74.625,245,20,4.65,21,NA,NA,NA,NA,NA,NA
"339","Willie Young","DL","North Carolina State",2010,"DET",7,213,"YounWi99",98,24,3.91836734693878,76.75,251,NA,4.88,25,38,118,4.56,7.24,NA,NA
"340","Nathan Shepherd","DL","Fort Hays State (KS)",2018,"NYJ",3,72,"ShepNa00",25,6,3.84,75.75,315,NA,5.09,NA,31,112,4.53,7.5,NA,NA
"341","Shaq Lawson","DL","Clemson",2016,"BUF",1,19,"LawsSh00",50,12,3.84,74.625,269,NA,4.7,NA,33,120,4.21,7.16,NA,NA
"342","Ryan Denney","DL","Brigham Young",2002,"BUF",2,61,"DennRy20",113,27,3.82300884955752,79,276,NA,4.86,36,33,107,4.25,7.18,NA,NA
"343","Kalimba Edwards","DL",NA,2002,"DET",2,35,"EdwaKa20",101,24,3.8019801980198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Jay Richardson","DL","Ohio State",2007,"OAK",5,138,"RichJa99",59,14,3.79661016949153,77.63,279,NA,5.06,20,33,112,4.54,7.5,NA,NA
"345","Billy Winn","DL","Boise State",2012,"CLE",6,205,"WinnBi00",68,16,3.76470588235294,75.75,294,NA,4.86,24,27,107,4.44,7.37,NA,NA
"346","Tyquan Lewis","DL","Ohio State",2018,"IND",2,64,"LewiTy00",17,4,3.76470588235294,75.25,265,NA,NA,NA,35.5,122,NA,NA,NA,NA
"347","Willie Henry","DL","Michigan",2016,"BAL",4,132,"HenrWi00",17,4,3.76470588235294,74.75,303,NA,5,28,30.5,110,4.53,7.57,NA,NA
"348","Mark Anderson","DL","Alabama",2006,"CHI",5,159,"AndeMa21",98,23,3.75510204081633,76.25,254,NA,4.65,20,42,127,4.22,6.95,NA,NA
"349","Peria Jerry","DL","Mississippi",2009,"ATL",1,24,"JerrPe99",64,15,3.75,73.75,299,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Ryan McBean","DL","Oklahoma State",2007,"PIT",4,132,"McBeRy99",47,11,3.74468085106383,76.375,286,NA,5.05,27,28,108,4.46,7.79,NA,NA
"351","Austen Lane","DL","Murray State (KY)",2010,"JAX",5,153,"LaneAu99",30,7,3.73333333333333,77.75,276,NA,4.84,NA,34.5,125,4.6,7.38,NA,NA
"352","Lorenzo Carter","DL",NA,2018,"NYG",3,66,"CartLo01",30,7,3.73333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Nate Orchard","DL","Utah",2015,"CLE",2,51,"OrchNa00",43,10,3.72093023255814,75.25,250,21,4.8,NA,31.5,115,4.43,7.28,NA,NA
"354","Kendrick Clancy","DL","Mississippi",2000,"PIT",3,72,"ClanKe20",109,25,3.6697247706422,72.9,283,NA,5.28,25,27.5,108,4.65,7.98,NA,NA
"355","Avery Moss","DL","Youngstown State (OH)",2017,"NYG",5,167,"MossAv00",22,5,3.63636363636364,75.125,264,NA,4.79,14,32.5,114,4.62,7.25,NA,NA
"356","Rashad Moore","DL",NA,2003,"SEA",6,183,"MoorRa21",44,10,3.63636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Alvin McKinley","DL","Mississippi State",2000,"CAR",4,120,"McKiAl20",97,22,3.62886597938144,76,289,NA,5.1,22,27.5,102,4.61,7.73,NA,NA
"358","George Selvie","DL","South Florida",2010,"STL",7,226,"SelvGe99",80,18,3.6,76.375,252,NA,4.93,24,30.5,109,4.63,7.48,NA,NA
"359","Pernell McPhee","DL","Mississippi State",2011,"BAL",5,165,"McPhPe00",116,26,3.58620689655172,74.625,278,NA,4.91,20,28.5,107,4.59,7.13,NA,NA
"360","Travis Johnson","DL","Florida State",2005,"HOU",1,16,"JohnTr20",76,17,3.57894736842105,75.625,305,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Bronson Kaufusi","DL","Brigham Young",2016,"BAL",3,70,"KaufBr01",9,2,3.55555555555556,78.5,285,NA,4.87,25,30,111,4.25,7.03,NA,NA
"362","Dave Ball","DL","UCLA",2004,"SD",5,133,"BallDa20",72,16,3.55555555555556,77.4,277,NA,5.07,24,NA,NA,NA,NA,NA,NA
"363","David Onyemata","DL","Manitoba",2016,"NO",4,120,"OnyeDa00",63,14,3.55555555555556,75.25,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","John Hilliard","DL",NA,2000,"SEA",6,190,"HillJo21",27,6,3.55555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Justin Jones","DL","North Carolina State",2018,"LAC",3,84,"JoneJu03",27,6,3.55555555555556,74.5,309,NA,5.09,24,29,104,4.74,7.82,NA,NA
"366","Kenny Smith","DL","Alabama",2001,"NO",3,81,"SmitKe23",36,8,3.55555555555556,76,299,NA,5.24,NA,30,100,4.8,8,NA,NA
"367","Quinn Pitcock","DL","Ohio State",2007,"IND",3,98,"PitcQu99",9,2,3.55555555555556,74.5,299,NA,4.95,NA,34,112,NA,NA,NA,NA
"368","Trey Lewis","DL","Washburn (KS)",2007,"ATL",6,185,"LewiTr99",18,4,3.55555555555556,74.875,318,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Mario Edwards","DL","Florida State",2015,"OAK",2,35,"EdwaMa01",59,13,3.52542372881356,74.63,279,NA,4.84,32,32.5,120,4.55,7.44,NA,NA
"370","Jihad Ward","DL","Illinois",2016,"OAK",2,44,"WardJi02",41,9,3.51219512195122,77.125,297,NA,5.11,20,25,111,4.63,7.38,NA,NA
"371","Darryl Tapp","DL","Virginia Tech",2006,"SEA",2,63,"TappDa20",165,36,3.49090909090909,73.625,252,NA,4.86,27,33,109,4.48,7.31,NA,NA
"372","Arden Key","DL","Louisiana State",2018,"OAK",3,87,"KeyxAr00",23,5,3.47826086956522,76.875,238,NA,NA,NA,31,117,4.25,7.16,NA,NA
"373","Lawrence Jackson","DL","Southern California",2008,"SEA",1,28,"JackLa98",69,15,3.47826086956522,76.25,271,NA,4.87,31,31,108,4.4,7.08,NA,NA
"374","Sean Lissemore","DL","William & Mary (VA)",2010,"DAL",7,234,"LissSe99",69,15,3.47826086956522,75.5,298,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Taco Charlton","DL","Michigan",2017,"DAL",1,28,"CharTa00",37,8,3.45945945945946,77.625,277,22,4.92,25,33,116,NA,7.17,NA,NA
"376","Al Woods","DL","Louisiana State",2010,"NO",4,123,"WoodAl99",125,27,3.456,75.625,309,NA,5.15,NA,37,109,4.67,7.45,NA,NA
"377","Chauncey Davis","DL","Florida State",2005,"ATL",4,128,"DaviCh22",102,22,3.45098039215686,73.875,273,NA,4.84,22,37,117,4.44,7.66,NA,NA
"378","Stacy McGee","DL","Oklahoma",2013,"OAK",6,205,"McGeSt01",79,17,3.44303797468354,75.25,308,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Erasmus James","DL","Wisconsin",2005,"MIN",1,18,"JameEr20",28,6,3.42857142857143,76.125,266,NA,4.86,NA,37.5,120,4.37,7.56,NA,NA
"380","O'Brien Schofield","DL",NA,2010,"ARI",4,130,"SchoOB99",84,18,3.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","James Reed","DL",NA,2001,"NYJ",7,206,"ReedJa21",99,21,3.39393939393939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Turk McBride","DL","Tennessee",2007,"KC",2,54,"McBrTu99",66,14,3.39393939393939,74.375,277,NA,4.85,27,31,108,4.12,7.1,NA,NA
"383","Vance Walker","DL","Georgia Tech",2009,"ATL",7,210,"WalkVa99",104,22,3.38461538461538,73.875,304,NA,5.32,29,33,NA,NA,NA,NA,NA
"384","Keyunta Dawson","DL",NA,2007,"IND",7,242,"DawsKe99",71,15,3.38028169014085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","Quentin Groves","DL",NA,2008,"JAX",2,52,"GrovQu99",100,21,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","Gabe Watson","DL","Michigan",2006,"ARI",4,107,"WatsGa20",62,13,3.35483870967742,75.5,339,NA,5.29,36,25,96,4.8,8.28,NA,NA
"387","Alfonso Boone","DL",NA,2000,"DET",7,253,"BoonAl20",129,27,3.34883720930233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Jacob Ford","DL","Central Arkansas",2007,"TEN",6,204,"FordJa99",43,9,3.34883720930233,75.625,249,NA,4.68,19,NA,NA,NA,NA,NA,NA
"389","Tank Tyler","DL","North Carolina State",2007,"KC",3,82,"TyleTa99",43,9,3.34883720930233,74.25,306,NA,5.32,42,28.5,NA,NA,NA,NA,NA
"390","Frank Alexander","DL","Oklahoma",2012,"CAR",4,103,"AlexFr00",29,6,3.31034482758621,75.75,270,NA,4.82,NA,NA,NA,NA,NA,NA,NA
"391","Robert Nkemdiche","DL","Mississippi",2016,"ARI",1,29,"NkemRo00",29,6,3.31034482758621,75.5,294,NA,4.87,28,35,116,NA,NA,NA,NA
"392","Devin Taylor","DL","South Carolina",2013,"DET",4,132,"TaylDe00",63,13,3.3015873015873,79,266,NA,4.72,14,35,128,4.3,6.89,NA,NA
"393","Ricky Jean-Francois","DL","Iowa",2009,"SF",7,244,"JeanRi99",137,28,3.27007299270073,74.625,295,NA,NA,25,26,93,NA,NA,NA,NA
"394","Kedric Golston","DL","Georgia",2006,"WAS",6,196,"GolsKe20",142,29,3.26760563380282,76,300,NA,4.94,31,33,111,4.45,7.6,NA,NA
"395","Anthony Zettel","DL","Penn State",2016,"DET",6,202,"ZettAn00",49,10,3.26530612244898,75.875,277,NA,4.81,28,30.5,109,4.39,7.63,NA,NA
"396","Ross Kolodziej","DL","Wisconsin",2001,"NYG",7,230,"KoloRo20",54,11,3.25925925925926,75,290,NA,4.87,25,34.5,111,4.36,7.32,NA,NA
"397","Angelo Blackson","DL","Auburn",2015,"TEN",4,100,"BlacAn00",69,14,3.2463768115942,76.375,318,NA,5.02,20,31,101,4.57,7.5,NA,NA
"398","C.J. Wilson","DL","East Carolina (NC)",2010,"GB",7,230,"WilsC.98",84,17,3.23809523809524,74.875,290,NA,4.83,32,33,116,4.77,NA,NA,NA
"399","Eugene Sims","DL","West Texas A&M",2010,"STL",6,189,"SimsEu99",99,20,3.23232323232323,76.625,248,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Anthony Maddox","DL",NA,2004,"JAX",4,118,"MaddAn20",35,7,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Brian Price","DL","UCLA",2010,"TB",2,35,"PricBr99",20,4,3.2,73.125,303,NA,5.12,34,28.5,96,NA,NA,NA,NA
"402","Kony Ealy","DL","Missouri",2014,"CAR",2,60,"EalyKo00",65,13,3.2,76,273,NA,4.92,22,31,113,4.45,6.83,NA,NA
"403","Tim Crowder","DL","Texas",2007,"DEN",2,56,"CrowTi99",60,12,3.2,75.63,272,NA,4.72,32,30.5,111,4.32,7.28,NA,NA
"404","Margus Hunt","DL","Southern Methodist (TX)",2013,"CIN",2,53,"HuntMa00",91,18,3.16483516483516,80.125,277,NA,4.62,38,34.5,121,4.51,7.07,NA,NA
"405","Marcus Thomas","DL","Florida",2007,"DEN",4,121,"ThomMa99",76,15,3.15789473684211,74.75,314,NA,5.18,27,NA,NA,NA,NA,NA,NA
"406","Jonathan Fanene","DL",NA,2005,"CIN",7,233,"FaneJo20",71,14,3.15492957746479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Christian Covington","DL","Rice (TX)",2015,"HOU",6,216,"CoviCh00",66,13,3.15151515151515,74.375,289,NA,5.09,NA,NA,NA,NA,NA,NA,NA
"408","Vinny Curry","DL","Marshall (WV)",2012,"PHI",2,59,"CurrVi00",112,22,3.14285714285714,75.125,266,NA,4.87,NA,32,110,4.4,6.9,NA,NA
"409","Jimmy Kennedy","DL",NA,2003,"STL",1,12,"KennJi21",92,18,3.1304347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Hassan Ridgeway","DL","Texas",2016,"IND",4,116,"RidgHa00",41,8,3.1219512195122,75.375,303,NA,5.02,24,32,113,4.82,8.28,NA,NA
"411","John Jenkins","DL","Georgia",2013,"NO",3,82,"JenkJo00",82,16,3.1219512195122,75.625,346,NA,5.21,30,NA,NA,NA,NA,NA,NA
"412","Carl Davis","DL","Iowa",2015,"BAL",3,90,"DaviCa01",36,7,3.11111111111111,76.625,320,NA,5.07,NA,33,103,4.47,7.91,NA,NA
"413","Jordan Hill","DL","Penn State",2013,"SEA",3,87,"HillJo01",31,6,3.09677419354839,73.25,303,NA,5.23,28,22.5,103,4.51,7.49,NA,NA
"414","Carlos Watkins","DL","Clemson",2017,"HOU",4,142,"WatkCa00",26,5,3.07692307692308,75.125,309,NA,NA,25,NA,NA,4.73,NA,NA,NA
"415","Rasheem Green","DL","Southern California",2018,"SEA",3,79,"GreeRa01",26,5,3.07692307692308,76.25,275,NA,4.73,NA,32.5,118,4.39,7.24,NA,NA
"416","Aaron Lynch","DL","South Florida",2014,"SF",5,150,"LyncAa00",73,14,3.06849315068493,77,249,NA,4.76,18,NA,NA,NA,NA,NA,NA
"417","Caraun Reid","DL","Princeton",2014,"DET",5,158,"ReidCa00",47,9,3.06382978723404,74.125,302,NA,4.91,20,26.5,104,4.58,7.59,NA,NA
"418","Austin Johnson","DL","Penn State",2016,"TEN",2,43,"JohnAu01",58,11,3.03448275862069,76.375,314,NA,5.32,25,26,96,4.75,7.84,NA,NA
"419","Rakeem Nunez-Roches","DL","Southern Mississippi",2015,"KC",6,217,"NuneRa00",53,10,3.0188679245283,74.25,307,NA,5.02,26,34,114,4.69,7.67,NA,NA
"420","Breeland Speaks","DL","Mississippi",2018,"KC",2,46,"SpeaBr00",16,3,3,74.875,283,NA,4.87,NA,32.5,110,4.65,7.63,NA,NA
"421","Chase Winovich","DL",NA,2019,"NE",3,77,"WinoCh00",16,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Leif Larsen","DL","Texas-El Paso",2000,"BUF",6,194,"LarsLe20",16,3,3,76.5,300,NA,5.12,45,30,110,4.37,7.46,NA,NA
"423","Taven Bryan","DL","Florida",2018,"JAX",1,29,"BryaTa00",32,6,3,77,291,NA,4.98,30,35,119,4.48,7.12,NA,NA
"424","Vincent Valentine","DL","Nebraska",2016,"NE",3,96,"ValeVi00",16,3,3,75.625,329,NA,5.19,17,29,110,4.59,8.03,NA,NA
"425","Cam Thomas","DL","North Carolina",2010,"SD",5,146,"ThomCa99",102,19,2.98039215686275,76,330,NA,5.16,31,29,102,4.78,7.68,NA,NA
"426","Michael Haynes","DL","Penn State",2003,"CHI",1,14,"HaynMi20",43,8,2.97674418604651,75.6,281,NA,4.89,23,30.5,109,NA,NA,NA,NA
"427","C.J. Mosley","DL","Missouri",2005,"MIN",6,191,"MoslC.20",140,26,2.97142857142857,74,312,NA,5.08,27,27.5,100,4.65,8.21,NA,NA
"428","Kamalei Correa","DL","Boise State",2016,"BAL",2,42,"CorrKa00",54,10,2.96296296296296,74.625,243,NA,4.69,21,33,108,NA,NA,NA,NA
"429","Terrell McClain","DL","South Florida",2011,"CAR",3,65,"McClTe00",92,17,2.95652173913043,73.625,297,NA,4.98,29,28,104,4.56,7.48,NA,NA
"430","Jack Crawford","DL","Penn State",2012,"OAK",5,158,"CrawJa00",93,17,2.9247311827957,76.875,274,NA,4.74,NA,33,116,4.25,7.15,NA,NA
"431","Derek Landri","DL","Notre Dame",2007,"JAX",5,166,"LandDe99",88,16,2.90909090909091,74.5,288,NA,NA,24,NA,NA,NA,NA,NA,NA
"432","Kareem Martin","DL","North Carolina",2014,"ARI",3,84,"MartKa00",77,14,2.90909090909091,77.875,272,NA,4.72,22,35.5,128,4.33,7.2,NA,NA
"433","Ra'Shede Hageman","DL",NA,2014,"ATL",2,37,"HageRa00",44,8,2.90909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Brandon Thompson","DL","Clemson",2012,"CIN",3,93,"ThomBr01",39,7,2.87179487179487,74,314,NA,5.2,35,31,100,4.71,7.97,NA,NA
"435","Cam Johnson","DL","Virginia",2012,"SF",7,237,"JohnCa01",28,5,2.85714285714286,75.5,268,NA,4.75,NA,35,105,4.38,7.2,NA,NA
"436","Kenrick Ellis","DL","Hampton (VA)",2011,"NYJ",3,94,"ElliKe01",56,10,2.85714285714286,76.875,346,NA,5.19,26,NA,NA,NA,NA,NA,NA
"437","Tanoh Kpassagnon","DL","Villanova",2017,"KC",2,59,"KpasTa00",45,8,2.84444444444444,78.875,289,NA,4.83,23,30,128,4.69,7.46,NA,NA
"438","Vernon Gholston","DL","Ohio State",2008,"NYJ",1,6,"GholVe99",45,8,2.84444444444444,75,266,NA,4.68,37,35.5,125,4.4,7.12,NA,NA
"439","Anthony Hargrove","DL",NA,2004,"STL",3,91,"HargAn20",102,18,2.82352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","DeAngelo Tyson","DL","Georgia",2012,"BAL",7,236,"TysoDe00",34,6,2.82352941176471,74.25,315,NA,5.04,NA,NA,NA,NA,NA,NA,NA
"441","Ifeadi Odenigbo","DL",NA,2017,"MIN",7,220,"OdenIf00",17,3,2.82352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Otis Leverette","DL",NA,2001,"MIA",6,187,"LeveOt20",17,3,2.82352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","DeMarcus Walker","DL",NA,2017,"DEN",2,51,"WalkDe03",23,4,2.78260869565217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Grover Stewart","DL","Albany State (GA)",2017,"IND",4,144,"StewGr00",46,8,2.78260869565217,76.25,347,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Ryan Russell","DL","Purdue",2015,"DAL",5,163,"RussRy00",23,4,2.78260869565217,76.25,269,NA,4.75,25,32.5,119,4.47,7.25,NA,NA
"446","William Joseph","DL","Miami (FL)",2003,"NYG",1,25,"JoseWi20",69,12,2.78260869565217,77,308,NA,4.95,29,NA,NA,NA,NA,NA,NA
"447","Dennis Johnson","DL","Kentucky",2002,"ARI",3,98,"JohnDe22",29,5,2.75862068965517,76.6,258,NA,4.84,17,35.5,113,4.36,7.21,NA,NA
"448","Victor Abiamiri","DL","Notre Dame",2007,"PHI",2,57,"AbiaVi99",29,5,2.75862068965517,76.25,267,NA,4.85,25,NA,NA,NA,NA,NA,NA
